Username,Date,Post,Post sentiment,Post subjectivity,Comments,Reactions,Reposts
Andres Colmenares,15-03-2023,"Artificial Intelligence is not a technology but is becoming a problematic techno-ideology. In fact, AI is a fascinating and broad field of study around complex sociotechnical systems that are increasingly impacting our lives and the environment and therefore needs to be designed and applied in responsible and inclusive ways.This is why we created a Master in Design for Responsible AI, a collective learning space to investigate AI systems and challenge the monocultural narratives that are shaping its impact. Join us!",0.9312,0.6446428571428572,1 ,10,0
Sara Tamame Tercero,14-03-2023,I have just complete this course!! A very nice introduction about the possibilities of Artificial Intelligence applied to medicine and healthcare. A complete world to discover!,0.7946,0.7,1 ,18,0
Francisco J. Girao,15-03-2023,"""Artificial intelligence is the future, not only for ******, but for all humankind. It comes with colossal opportunities, but also threats that are difficult to predict. Whoever becomes the leader in this sphere will become the ruler of the world""Guess who said this back in 2017..",-0.3612,0.6541666666666667,1 ,3,0
Roberto Fraga Martínez,14-03-2023,"Artificial intelligence (#ai) is a disruptive#technologythat has advanced rapidly in recent years. AI has the potential to revolutionize the way we live and work, from#healthcareto#financeand beyond.In this article I have analyzed some of the most relevant points about the evolution of AI and all the ethical implications it represents. As always I hope you enjoy it as much as I did writing it.#artificialintelligence",0.926,0.605,1 ,12,1 
Stevens Diaz,15-03-2023,"One day with my partnerVanessa Ch. Daza, we askedChatGPT AIwhat a crypto e-commerce would be like with artificial intelligence and#Blockchain, we told him the colors that we are going to use, the name and the characteristics that it would have.It has been one of the most impressive things I have seen in my life, it described everything that Vanessa and I have dreamed and planned for years, then we went toMidjourney, I must thank the#CEOofjolders, Luis because he introduced me this powerful tool, anyway, we told him the characteristics that this e-commerce platform will have and ""he"" or whatever that thing is, introduced us to the e-commerce that all of us on planet earth and mars... are going to use this century.It blew our minds, the colors, the features, the design was as if some Greek God of ""design"" had created it. I make this post for the record that#AIinfluenced the creation of the largest e-commerce of the 21st century. I love you all!long live to#IKINGthatio",0.974,0.575,1 ,14,0
Chen Yue,15-03-2023,"Hoy en día, todo el mundo trabajamos en#MarketingAutomation, pero ¿Qué es un marketing automation de verdad? y ¿Cómo podemos aprovechar lo máximo? Realmente esta es la cuestión clave, porque sin una definición de estrategia, objetivo, entendimiento de la industria y el consumidor final, solamente crear un flujo de correo, para mí, eso no es un marketing automation.Si buscamos la definición del marketing automation, igualmente, entendemos que es una técnica de automatización de#Marketingque utiliza tecnología digital para automatizar y simplificar tareas repetitivas del#MarketingDigital, especialmente en el envío de correos electrónicos, el seguimiento de leads, la publicación de contenido en redes sociales, la gestión de campañas publicitarias y análisis de datos. Si puede aprovechar lo máximo posible esta técnica, la empresa puede lograr optimizar y mejorar sus procesos de marketing al automatizar y personalizar las interacciones con los clientes, lo que les permite aumentar la eficiencia y la efectividad de sus campañas y, en última instancia, mejorar la conversión y retención de clientes.Hoy en día, la verdad muchas cosas ya se pueden automatizar. Estamos en#Linkediny seguramente veremos un ejemplo de marketing automation con las solicitudes y mensajes de prospección. Las grandes mayorías no tiene nada de personalización ni esta segmentado el mensaje, incluso algunos aparecen el símbolo de “Hola {Nombre}”. (Mal ejemplo de automatización).Para muchos profesionales, el verdadero quebradero de cabeza es conocer las herramientas apto o buenas de marketing automation ya que actualmente, las grandes mayorías de#CRMya tiene integrado esta función y seleccionar una herramienta de este tipo, se requiere una inversión grande a nivel económico y de curva de aprendizaje.Hace un par de días,Rubén Bastón MeiradeMarketing4eCommerce (Viko Group)lanzó la pregunta sobre cuáles son los mejores CRMs y la verdad hay muchas respuestas. Generalmente a nivel internacional, existen algunos famosos:- ActiveCampaign- Hubspot- Salesforce Pardot- Oracle Eloqua- MarketoA nivel nacional, también vemos algunas herramientas de este tipo que cada vez está ganando más cuota en los segmentos específicos, Connectif es un ejemplo de CRM especializado para los#Ecommerce.En la semana pasada,Connectif Artificial Intelligencepublicó el caso de éxito contando la experiencia de mis compañeros Antonio Rodríquez,Rocío Zapatero Hernandode cómo una empresa dermofarmaceutica de vanguardia en España ha logrado aumentar las ventas de la nueva línea y hiper-fidelización sus clientes finales, sobre todo, impulsando el conocimiento de la marca e impactando a la experiencia de los consumidores a nivel global.Aunque este caso solo ha contado una pequeña parte de nuestro trabajo de marketing automation, la verdad sí es interesante conocer nuestro caso de un fabricante tradicional que está digitalizando la comunicación aprovechando el potencial de#Connectif.",-0.5514,0.6666666666666666,2 ,15,1 
Jose Gil,15-03-2023,"💡 Strengthening our#remote#securityand#surveillanceoperations, combining#technology, artificial intelligence and data analysis, along with professional management, is one of the priorities of our roadmap.For this reason, we are committed to the implementation of our new#IntelligentSecurity Operations Center (iSOC), which centralizes the management of all the company's technologies and tools, with a team of more than 26,000 security guards  , capable of remotely controlling more than 25,000 installations.Learn more about our iSOC on our blog 👉http://ow.ly/MHaj104yHqA#ProseguriSOC#intelligentSOC#ProsegurSecurity#ArtificialIntelligence#Innovation",0.9129,0.41250000000000003,0,11,3 
"Sergio Alvarez-Teleña, PhD",14-03-2023,"I tend not to talk much about AI. I rather use the term ML. But yesterday we had this visit from a couple of interesting people at SciTheWorld - an advisor to the CEO of an IBEX company and the former president of theInter-American Development Bank, Enrique V Iglesias - and I found myself talking about the definition of ""intelligence"".I always say the same: I pretty much accept any definition for intel. It looks to me rather a philosophical discussion so I am not bold enough to enumerate the different dimensions of the concept as a closed-form solution.But that brainstorming made me think of another way to define intelligence. Instead of benchmarking the intel of the machine against that of the human it looks to me that it is easier, at this point, to do it the other way around. Why not? Nevertheless, it is more difficult for me to define the intel of a human than that of a machine.Hence: ""Intelligence is a process that cannot be achieved by machine learning yet. The creativity that figures out the out-of-sample even when it only accounts for small data. The process that discounts the change of the distribution that generates the data with little context. The one that adds orthogonal value in a non-random manner. And one that does it all at the lowest energy consumption"". Pretty much.At our Centre of Excellence we are tackling the out-of-sample (the awarded VR Simulation) and the context (the different dimension-driven approaches that we are publishing and are still researching on).With regards to small data we still need the combination human-machine, Augmented Machines, as in the paper of ""Advances in Portfolio Management: On-Platform Governance for Portfolio Managers"", since we can't figure it out yet. And pretty much the same for the energy consumption - our brain is a massive machine utterly efficient. So... we are very far, at least from this point of view, to call what we have anything near to Artificial Intelligence.Plus, to be fair, no one is really investigating that. We are still focused on ML - which, for the time being, is good enough!",0.9954,0.5321078431372549,1 ,13,2 
Jose Antonio Aranda Legazpe,14-03-2023,"Madrid city IoT Laboratory held their opening ceremony with presence local authorities.Intelligent Lightning, dynamic watering systems, smart bins and interoperable sensors are demostrated in this IOT MADLAB located in the Polytechnic University in Madrid.Using Artificial Intelligence, Edge Computing, Virtual Reality or cybersecurity, this Lab intends to become a reference in the interoperability of IOT solutions in Europe.In close cooperation withuCIFI Alliance,Ayuntamiento de Madridintends to incentivize private - public cooperation in searching for a common#iotinfrastructure in cities with open and interoperable standards.Glad to attend this ceremony with theCellnex Telecomteam",0.8442,0.3930272108843537,0,15,0
Antonio Teruel Luceno,14-03-2023,Artificial intelligence is the future in oncology. Great project#artificialintelligenceRoche,0.802,0.625,0,11,0
José Ángel Galindo Duarte,14-03-2023,"In February of last year, we attended the highly esteemed AAAI’23 conference in Washington DC, which focuses on artificial intelligence. There we presented the contribution, “FASTDIAGP: An Algorithm for Parallelized Direct Diagnosis,” which resulted from a collaboration with TU Graz and former PhD students from Chile. Secondly, they aimed to gain knowledge and comprehension of the current state of the art in artificial intelligence, particularly in the areas of LLM (as previously discussed) and constraint problem solving. it was a very nice conference with lots of learning involved. Hope to go again sooner than later.#softwareeng#artificialintelligence#collaboration#students",0.9551,0.44606060606060605,0,14,0
Julio Berdún Lázaro,15-03-2023,"If variable pack sizes and line speeds have been a challenge, the 2200 Series Print and Apply system - with the award-winning eTouch-S® applicator built with artificial intelligence - is the solution you’ve been waiting for.​Discover in this video how the eTouch-S can meet the needs of your business, or click here to know more:https://bit.ly/3pLknDg​#markemimaje#labeling#printandapply#award#innovationawardMarkem-Imaje",0.6908,1.0,0,4,0
Jorge Gómez,15-03-2023,"Hello everyone,I wanted to share some exciting news about howStripeis usingOpenAI's Chat GPT-4 to improve the user experience and combat fraud.As you may know, Stripe provides financial infrastructure to enable businesses of all sizes to accept payments securely and easily. We are constantly looking for ways to make our platform even better, and we believe that artificial intelligence and machine learning can help us achieve that goal.One area where we are using AI to enhance the user experience is through our Chat GPT-4 integration. This technology allows us to provide personalized and conversational customer support to our users in real-time, making it easier for them to get the help they need when they need it. By using natural language processing, Chat GPT-4 can understand the intent behind a user's question and provide relevant responses, reducing the time and effort required to resolve issues.But Chat GPT-4 is not just improving the user experience - it's also helping us combat fraud. By analyzing vast amounts of data and detecting patterns, our machine learning algorithms can identify potential fraudulent activity and flag it for review. This helps us to protect our users and maintain the integrity of our platform.At Stripe, we are committed to using technology to make online payments safer, easier, and more convenient for everyone. We believe that Chat GPT-4 is a powerful tool that can help us achieve these goals, and we are excited to continue exploring its potential.Thank you for reading, and I look forward to sharing more exciting updates with you in the future!",0.9937,0.6523148148148148,0,4,0
Jorge Munir El Malek Vázquez,15-03-2023,"Good morning,#AIand#Aerospacecolleagues,Let me share with you good ""food for thought"" with this input about this recent milestone:""The Lockheed Martin VISTA X-62A, a one-of-a-kind training aircraft, was flown by an artificial intelligence agent for more than#17hoursrecently, representing the first time AI engaged on a tactical aircraft""More info here:https://lnkd.in/dPqhnZZYBTW, interesting new edge companies such as ""Shield AI"" -https://shield.ai/- whose main objective is ""Building The World’s Best AI Pilot""Passionate#AIfuture is coming!",0.9638,0.45932400932400924,0,3,0
Dr. John Maeda,14-03-2023,"DESIGN AND AI 2023: 26-minute version of the#DesignInTechReport on ""Design and Artificial Intelligence"" is now available:https://lnkd.in/gjmhygZiIf you're curious about the ""AI Ketchup Bottle Moment"" and ""Simon's Scissors"" then this will catch you up on my recent presentation in Austin at SXSW yesterday.The stop-motion, handcrafted 5-minute film I reference in the video is HIDARI directed byMasashi Kawamurahttps://lnkd.in/gXY7g5HKHigh-level summary of meta-thoughts I ended up with:* Designers tend to care about people as people. Instead of just as prospects or customers.* Design as a field has evolved to speak more machine, more scale, and more $$$s.* A lot of work has been done in the design world to birth a new “aesthetics of ethics.”* Speaking human really well will matter more than speaking machine in this next chapter.* But it’s not mainstage because it doesn’t sound like “time or $$$s saved” or “new $$$s.”* Next year’s report will center around the business value of this new kind of design.PDFs of slides are available here:https://lnkd.in/gmcUjPF8PS Check outKevin Bethune's book ""Redesigning Design"" /Annie Jean-Baptiste's book ""Building for Everyone"" /Kat Holmes' book ""Mismatch"" /Erika Hall's book ""Conversational Design"" /Helen Armstrong's book ""Why Designers Should Care about AI"" /Kyna Leski's book ""The Storm of Creativity"" /Jonathan ShariatCynthia Savard Saucierbook ""Tragic Design"" for what I feel are invaluable perspectives on the present and future of Design and Artificial Intelligence.",0.966,0.4358471074380165,20 ,495,59 
İrem Erkin,15-03-2023,"I interviewed visionary architect, educator, and game designer Damjan Jovanovic and designer and digital artist Lidija Kljakovic, co-founders of the game design studioLifeforms.io, LA. We talked about their installation ""Discovery: A story about rooftops, airships, robots, and inflatables"" which was recently exhibited at SCI-Arc and more about architectural worldmaking, ecology & artificial intelligence.You can read the interview in Clot Mag:https://lnkd.in/dKcrND7K#artificialintelligence#art#ecology#interview#gamedesign#architecture#SCIArc#installation(image courtesy of the artists)",0.7096,0.425,0,7,0
Jessica Monràs,15-03-2023,Engineers at the University of Waterloo have developed artificial intelligence (AI) technology to predict if women with breast cancer would benefit from chemotherapy prior to surgery.Learn more about why researchers are optimistic about this technology.,0.4588,0.45,0,5,0
Ignasi Henry Batlle Daniel,15-03-2023,"Digital transformation is an essential process in the current era of technology and business. Companies that do not adopt digital transformation run the risk of falling behind and losing their competitive advantage. One way to achieve digital transformation is through the application of artificial intelligence (AI) in a company's departments.Artificial intelligence (AI) is the ability of machines to perform tasks that require human intelligence, such as learning, perception, natural language understanding, and decision-making. In the business realm, AI can be used to automate processes, reduce costs, improve efficiency, and increase accuracy in decision-making.One department in a company where AI can be successfully applied is the human resources department. With the help of AI, human resources departments can automate candidate selection, analyze employee performance, and predict job satisfaction. AI can also be used to improve employee experience by providing quick answers to frequently asked questions and eliminating the need for manual tasks.Another department that can benefit from the application of AI is the marketing department. AI can be used to analyze customer and market data, enabling marketing departments to personalize marketing and advertising strategies, increase ROI, and improve customer retention. AI can also be used to improve the effectiveness of advertising campaigns through sentiment analysis, image recognition, and audience segmentation.The finance department can also leverage AI to automate manual tasks, improve accuracy, and reduce the risk of human errors. AI can be used to predict cash flow, analyze expenses, and provide recommendations to optimize financial management. Additionally, AI can be used to detect fraud and prevent financial losses.In conclusion, digital transformation is an essential process for companies seeking to maintain their competitive advantage in the current market. The application of AI in a company's departments can improve efficiency, reduce costs, and increase accuracy in decision-making. The human resources, marketing, and finance departments are just a few examples of departments that can benefit from AI. Companies that adopt AI can achieve a competitive advantage in the market and improve their long-term profitability.#marketing#inteligenciaartifical#bussines#negocios#technology#data",0.9945,0.27608695652173904,1 ,1,0
Paulo Gomes,15-03-2023,"Top AI Tools & The Future of Marketing : Tragedy Vs TriumphToday we are going to talk about artificial intelligence and how it can help you in your marketing efforts.Artificial intelligence has become incredibly important in the field of marketing. The massive applications of big data in the field of marketing is one of the reasons that the market for AI technology is growing at a rate of 39% a year. Did you know that?It's not just about being able to recognize patterns and make decisions based on them—the technology is also able to create new value for you through automation and optimization.Check my video for more and feel free to reach out: )👉🏽 Tragedy Vs Triumph - > AI & the Future of Marketinghttps://bit.ly/3yFlOHTTragedy:So, what's the challenge, looking at the future of marketing…how to compete, and how to leverage it, how not be replaced? I’ll give you some examples of Tools that don’t need us :)AdCreative.ai- AdCreative helps marketers create better ads by using machine learning and natural language processing, so they can focus on creating great content instead of wasting time on creating ads from scratch.Jarvis.ai- uses AI-powered chatbots to help businesses increase sales by up to 25%. It also offers tools for personal assistants like Alexa and Google Home; these assistants can use voice commands to order products or services directly from their existing apps (for example).Triumph:Are you ready to make more money, ride the wave of AI, work in a more effective way and have more time for yourself? Take a look at the solutions below, all of those can be used with or without Salesforce1. CognismCognism is a powerful tool that can be used to create an automated, AI-driven sales funnel that is personalized to each prospect. This AI-driven sales funnel will help you grow your business, and it will do so by using all the information about your prospects to deliver them the most relevant content at the right moment.2.Copy.aiCopy.aicreates personalized sales copy for you based on your website's visitors' behavior, interests and more. It's simple to use and automates the whole process of writing high-converting landing pages, emails, blog posts and more in minutes!3. Exceed AIExceed AI is an artificial intelligence-powered platform that helps you manage your digital marketing campaigns with ease by providing actionable insights into your marketing efforts, as well as best practices for improving them over time through machine learning algorithms that are constantly being updated to improve results over time!4. Tableau AIThe Fourth tool is Tableau, which allows you to visualize and explore data in a whole new way—so you can make better decisions faster.Happy Wednesday and feel free to share your thoughts on the comments below! 👇🏽#AI#Marketing#CRM#futureofwork",0.9975,0.5258204973321252,0,1,0
Andres Ponce,15-03-2023,"The news that SAP is giving up its stake in Qualtrics is a reminder of the ever-changing nature of the business environment. By leveraging artificial intelligence and the right marketing strategies, companies can quickly and effectively adjust to changes in their industry. This is a great example of how AI and digital marketing can help companies stay competitive and successful in the long run..",0.9623,0.6169642857142857,0,2,0
Comunicación ETSINF UPV,14-03-2023,"🔜 El próximo 30 de marzo, se celebra la II Jornada deVRAIN - Valencian Research Institute for Artificial IntelligenceLa entrada es libre, así que no os lo podéis perder.📅 Jueves, 30 de marzo⏰ 9:00h📍Salón de actos de la ETSINF, Edificio 1E",-0.296,1.0,0,5,1 
Patrick Luiz De Oliveira,15-03-2023,"So with the release of#GPT4, we see a troubling trend withOpenAI.First, it was a non-profit whose stated purpose was to democratize AI.Then, as soon as the market showed interest, it switched to a ""capped-profit"" model (basically a jargony way of saying that the company is for-profit, but if it becomes extremely profitable it will pass on anything that goes above 100x return to the non-profit appendage).And now, with the latest release, we see the company becoming more secretive about the system's architecture.Despite howOpenAIframes itself, the behavioral trend is not that of an organization committed to the democratization of AI (which in principle should include robust oversight and public deliberations tackling if and how this technology should be implemented) but that of an organization committed to the marketability of its product. Capitalism might give us the illusion that the market and democracy are one and the same, but they are not.",0.9089,0.505952380952381,0,7,0
Biodigital Arch Master,15-03-2023,"Don´t Miss The Biggest Biodigital Architecture Conference of all times... with the opportunity to meet the First Generation Pioneers of Digital, Biodigital, and Artificial Intelligence Integration in Architecture Design and Construction,Universitat Internacional de Catalunyaand to get involved in the richest and most up-to-date discussion of the hot topic of AI-Aided Design with its various scales, and applications.The video presents one part of the recently published project of Bone Tissue Architecture, which is one of the biomaterials research-driven design projects presented in our book ¨AI to Matter Reality¨that has gained massive interest in the design realm.The Bone Tissue#architecture,#furniture,#wearables, and#jewelryproject is based on#biomaterialsresearch to develop Engineered Living Materials#elmsfrom#bone#cells(SaOs-2 cell line), to produce#optimized#minimal#topological#structuralmaterials with varied scales of applications.The Video also presents the relation and inspiration of the design´s#geometryfrom natural patterns and elements as did#gaudiin his great works of#sagradafamilia#casbattloand#coloniaguellchurch.The Music in the video is generated from#genetic#sequence, translating it into musical tones to represent specific genetic data in an#operon.video credits:AI video generation: Alberto T. Estévez & Yomna K. AbdallahGenetic Biodigital Music Composition: Alberto T. Estévez & Frank Hendirson",0.9732,0.4756944444444445,1 ,5,1 
Marisa Huaynalaya Peralta,14-03-2023,"Did you freak out trying out#ChatGPT?Are you experiencing goosebumps imagining what this means for your work and career?Do you wish to share questions you make to yourself or your experience using it?After more than 3 years involved in the development and use of chatbots inapsl.tech, working with Information Architecture and Artificial Intelligence experts and designing conversational experiences, ChatGPT arrival in november 2022 was like a dream coming true...IMHO the#llm(Large Language Models) are not just a hype as some people would like to think but the confirmation that#chatbotstechnology reached enough maturity not to be ignored.  So, after the launch of ChatGPT 4, why don’t we put a date in our calendars to wonder and discuss face to face?Don’t miss out the chance to get introduced to ChatGPT and discover some of its possibilities next Thursday 23 at theAvoristechauditorium in Palma.We start sharp at 19:00 with an Intro to Julia programming language byCharles Novaes de Santana, PhD. and continue at 20:00 with our open dialogue + live demo ofMagnoliaCMS integration with ChatGPT thanks toJoaquín Alfaro.  This event will not be broadcasted nor recorded... human connection only 😉#techspirithttps://lnkd.in/dRixNirX",0.9325,0.505,0,11,2 
Daniel Cardelús,15-03-2023,"I loveDr. John Maeda's vision of#design, today's world and its#future. I've been following him for a long time because I strongly believe that his creativity, his thoughts and his words are necessary to the world a better place. Long live to#computationaldesign. Long live to#DesignInTechreports. With all my affection, one of those who understand the concept 😁",0.9001,0.5037037037037037,0,4,0
Paloma Valdivia Vizarreta,15-03-2023,"Inteligencia artificial y los derechos infantiles: hacia una agenda integrada de investigación y políticasEste informe propone un conjunto de direcciones futuras de ciencia para la política para la IA y los derechos del niño. Conecta la investigación y la política para obtener información mediante la interacción entre diferentes partes interesadas y para ir más allá de la identificación de pautas éticas hacia métodos para implementaciones prácticas futuras. Para la formulación de las direcciones propuestas, consideramos las iniciativas políticas relevantes actuales de las principales organizaciones internacionales y las acciones coordinadas recientes sobre IA por parte de la Comisión Europea, así como el estado del arte del trabajo científico sobre tecnologías basadas en IA para niños con un enfoque en tres aplicaciones, agentes conversacionales, sistemas de recomendación y sistemas robóticos. Además,#inteligenciaartificial",0.0,1.0,1 ,3,1 
Andrei Grebenshchikov,15-03-2023,"From Chatbots to Personalized Recommendations:Let's think about the role of AI tools in UXI find it amazing how open artificial intelligence (AI)#aiplatforms are changing the field of user experience (UX)#uxdesign. One significant area where open AI is making a difference is in the development of chatbots. These are automated messaging tools that can simulate human conversations, and they are becoming increasingly popular in customer service and marketing.With open AI platforms like TensorFlowhttps://lnkd.in/dVXeg3pdand PyTorchhttps://pytorch.org/, creating chatbots that can understand natural language and provide accurate responses is now easier than ever.This is making it possible for businesses to provide better customer service, boost engagement, and increase sales. Chatbots can even reduce costs by freeing up human agents to handle more complex tasks.Another area where open AI is impacting UX is in the development of personalized recommendations. With the vast amount of content available online, it can be challenging for users to find what they need. Personalized recommendations use machine learning algorithms to analyze user data and provide tailored suggestions based on their interests and preferences.Open AI platforms like Apache Mahouthttps://mahout.apache.org/andH2O.aihttps://h2o.ai/make it simple to develop personalized recommendation engines. This is helping businesses provide users with more relevant content, improving their experience, and increasing engagement.As a product designer, I'm excited about the potential of open AI to improve the products we create. With the ability to understand and learn from user behavior, open AI can help us create more intuitive and user-friendly products. With the rise of open AI, we can expect to see a lot of exciting innovations in the field of UX and product design in the coming years.Leave your comments below. Let's discuss this. 👇#ux#productdesign#userexperience#ai#artificialintelligence#machinelearning#uxdesign#chatbots",0.9952,0.6288492063492065,0,2,0
Asun Infante Fuentes,15-03-2023,"The future is here. Morgan Stanley Wealth Management will leverage OpenAI’s technology to access, process, and synthesize content to assimilate its knowledge through insights into companies, sectors, asset classes, capital markets, and regions worldwide.🔝 Definitely, an efficient tool that could improve teams' performance in investment firms.⚠ Remember - artificial intelligence is not the enemy in content creation or the financial markets. Don't get left behind 🚀And you? Are you already using AI?#investment#content#artificialintelligence#markets#finance#ai",0.9662,0.3875,0,0,0
