Username,Comment,Comment sentiment,Comment subjectivity,Date,Likes,Replies,Link
              chris            ,CHATGPT: WE HAVE A BIAS PROBLEM BY PAUL JOSEPH WATSON,-0.4767,0.0,17-02-2023,1,0,https://www.youtube.com/watch?v=pOmpqdlVCoo
              Guruswamy Srikanth            ,"Statistically valid prediction vs Individual specific prediction is an area where ML is weak (even a failure). IBM Watson deployment in Medical diagnostics identified this. Subtle or weak (very weak) patterns make predictions poor. Finally, the arena of ""Context"" is difficult for NLP. 
Wondering about 'features', Syntactic Pattern Recognition is an area less exposed.",-0.8862,0.5045138888888889,17-05-2022,0,0,https://www.youtube.com/watch?v=5q87K1WaoFI
              olli            ,Cyborg Emma Watson,0.0,0.0,17-02-2023,0,1,https://www.youtube.com/watch?v=cwXnX49Bofk
              David Lawrence            ,"Paul Joseph Watson's video ""We have a problem"" will explain what ChatGPT is really about.
Facts the BBC News would never give you.",-0.4019,0.2,17-02-2023,2,0,https://www.youtube.com/watch?v=30TpiDwnMYU
              Ash            ,"This video seem kinda old considering only AI talked about is Watson it feels soo 2010s kinda video.
There have been a lot more progress there has been many AI models now doing Creative and very complex things such as playing complex games, Painting new things, protien folding, generating new design for engineers. No mention of Dall-E 2 or Alpha go, Alpha fold...

Visually video is very high effort but the research and info in it is not so much.",0.4208,0.4946993006993007,17-07-2022,0,0,https://www.youtube.com/watch?v=PELnMfcYUj0
              @LarryLaw314            ,"Concerning the Watson A.I, can it really be said it beat the best minds in Jeopardy if the best minds are not on the show? I know people who aren’t professors or educators of any kind but can give you dates and years of over a thousand years of historical accounts and they are not on Jeopardy. The way we gauge how smarter the A.I is will prove to be more difficult than these geniuses are explaining. Everything they learn is from us️",0.1307,0.4571428571428572,17-12-2022,0,0,https://www.youtube.com/watch?v=bC_DZlweviI
              @THEREAL1DANNYBEACH            ,"Watson has been using you me and everyone else on social media to ""learn"" it is bound to favor its creators.",0.4019,0.0666666666666666,17-06-2022,0,0,https://www.youtube.com/watch?v=bC_DZlweviI
              @thomasrobinson9374            ,"I've never seen this documentary or that Jeopardy show at all (don't watch it) but I answered the question faster than Watson did. I was also able to play trivial pursuit and beat highschoolers when I was 10 and 11 at youth group meetings at my church growing up....so what does that say about me? It's complete BS that me, an Eagle Scout, highly decorated disabled combat veteran who was in the 82nd Airborne Div for about 9 years, have degrees and certification in computer science, A+, and many more, an I.Q. of 124-127 and I can't even get a job at Walmart, McDonald's, Academy: Sports and Outdoors all because of a class B misdemeanor back in 2011. The U.S.A. land of opportunity if your not a white male. There's no such thing as reverse racism. Racism is racism, just like afermative action. The best and longest job I've had since the Army was being a damn dishwasher for a local restaurant.",-0.9201,0.2576666666666666,None,0,0,https://www.youtube.com/watch?v=bC_DZlweviI
              @tradingwizard562            ,"Give Watson access to Nuke codes.
It will find a path .",0.0,0.0,None,0,0,https://www.youtube.com/watch?v=bC_DZlweviI
              @AshenShugari            ,Watson was an enormously successful project until he read the Bible and some articles on Flat Earth theory and Scientology.,0.624,0.5375,None,0,0,https://www.youtube.com/watch?v=bC_DZlweviI
              @BoxerHeaven            ,Have Watson help apply make-up to the actor.,0.4019,0.0,17-07-2022,0,0,https://www.youtube.com/watch?v=bC_DZlweviI
              @margolapis1843            ,"Ohmg...
If You read it , please help me 
I have so many questions...
Don’t know answers...
You know so many people...
May you could ask them...
It I would ask them ...

Such great people, do You know somebody who is like Dostojewski, Feynman, Watson, Holmes, Einstein, Loki, Thor, Aquaman and his Brother in one person?
",0.891,0.5625,17-03-2022,0,0,https://www.youtube.com/watch?v=Bg_tJvCA8zw
