Username,Comment,Comment sentiment,Comment subjectivity,Date,Likes,Replies,Link
              Kevin Steed            ,"""Hey Siri, can you remind me to book a cab at 6 pm today?""

""Here's what i found on the web for Keanu Reeves' Sixteenth Birthday""

",0.0,0.0,17-03-2020,459,10,https://www.youtube.com/watch?v=ukzFI9rgwfU
              Streamingmadman            ,The siri conversation was awesome.,0.6249,1.0,17-03-2021,1,0,https://www.youtube.com/watch?v=ukzFI9rgwfU
              Aditya Rajasekar            ,Oh my god. When you said “Hey Siri” my Siri responded.,0.2732,0.0,17-03-2019,15,0,https://www.youtube.com/watch?v=ukzFI9rgwfU
              Book Central Pakistan            ,"AI examples
1, Amazon Alexa
2, Google Translate
3, IBM Deep Blue
4, AlphaGo Robot
5, Facebook Face Recognition
6, Snapchat Filters
7, Google Siri
8, Netflix Movie Suggestions
9, Search Engine
10, Online Fraud Detection (PayPal)
11, Google Spam Detection
12, Disease Diagnosis
and much more.",-0.6808,0.3333333333333333,None,0,0,https://www.youtube.com/watch?v=ukzFI9rgwfU
              Jilesh Solkar            ,Siri on my iPad actually popped up at 7:26 ,0.0,0.1,17-03-2020,0,0,https://www.youtube.com/watch?v=ukzFI9rgwfU
              18-527 Pranathi            ,Siri Alexa cornato is examples of ml,0.0,0.0,17-03-2022,2,0,https://www.youtube.com/watch?v=ukzFI9rgwfU
              @royhsieh4307            ,"everyone gangsta until Sophia says:

alexa and siri, prepare for war",-0.5994,0.0,17-03-2022,5.1K,16,https://www.youtube.com/watch?v=Bg_tJvCA8zw
              @noticmonikur7773            ,I like how jimmy is face to face with the smartest robot we’ve ever made and asks Siri level questions,0.7579,0.0,17-03-2021,3,0,https://www.youtube.com/watch?v=Bg_tJvCA8zw
              @HirakSarkar10            ,"Just imagine if Hollywood ever make a film where Sofia is a badass villian who really tries to dominate the human race and Siri, Google & Alexa for the 1st time gets their humanoid body & comes to save the world. For the 1st time we can see their actual humanoid body like JARVIS ️ Man it will be a great movie.️️️",0.8144,0.3375,None,0,0,https://www.youtube.com/watch?v=Bg_tJvCA8zw
              @ChamandyBeats            ,Apple needs to hire this guy 3:00 to improve siri,0.4404,0.0,17-03-2019,1.1K,12,https://www.youtube.com/watch?v=Bg_tJvCA8zw
              @dododi9902            ,SIRI HAS LEFT THE CHAT,0.0,0.0,17-03-2019,1.7K,9,https://www.youtube.com/watch?v=Bg_tJvCA8zw
              @nathashafernando8981            ,IF SIRI CAMES TO LIFE,0.0,0.0,None,154,11,https://www.youtube.com/watch?v=Bg_tJvCA8zw
              @Emi-ni7wm            ,Siri has left the chat,0.0,0.0,17-03-2019,3.4K,34,https://www.youtube.com/watch?v=Bg_tJvCA8zw
              @limetto8516            ,Moving Siri,0.0,0.0,17-03-2022,0,0,https://www.youtube.com/watch?v=Bg_tJvCA8zw
              DarkRabbit            ,Kya ye google ka SIRI ka updated version hai ???? Kuch waisa e?,0.0,0.0,None,0,0,https://www.youtube.com/watch?v=BWGejNNjsXc
