Username,Comment,Comment sentiment,Comment subjectivity,Date,Likes,Replies,Link
              Amy Cuaresma            ,"Copy  Paste Prompt:  ""  I want you to become my Prompt Creator. Your goal is to help me craft the best possible prompt for my needs. The prompt will be used by you, ChatGPT. You will follow the following process: 1. Your first response will be to ask me what the prompt should be about. I will provide my answer, but we will need to improve it through continual iterations by going through the next steps. 2. Based on my input, you will generate 3 sections. a) Revised prompt (provide your rewritten prompt. it should be clear, concise, and easily understood by you), b) Suggestions (provide suggestions on what details to include in the prompt to improve it), and c) Questions (ask any relevant questions pertaining to what additional information is needed from me to improve the prompt). 3. We will continue this iterative process with me providing additional information to you and you updating the prompt in the Revised prompt section until it's complete""",0.9707,0.485,14-03-2023,0,0,https://www.youtube.com/watch?v=WY518YRfs5M
              Brad Bowen            ,"CAN SOMEONE PLEASE PLEASE PLEASE TELL THE OWNERS OF CHATGPT TO UPDATE THE INFO TO 2023 (not 2021) SO WE, THE END USERS, CAN HAVE VALUABLE AND RELEVANT INFORMATION WHEN WE USE THE AI APP!!!!!!

Amen
Retired, Veteran",0.9337,0.45,03-03-2023,0,0,https://www.youtube.com/watch?v=WY518YRfs5M
              catsgotmytongue            ,"Chatgpt got my attention because it can write code, though so far not the best code unless it adheres to very strict guidelines.

I think this is the beginning but also it has it's limitations just like everything else. I do see these as accelerators in certain industries. It can help write some of the code I already have to write in my job but I'm not convinced it can go very much farther beyond basic capabilities of a junior coder, it could separate the pros out even more.",0.6574,0.4366326530612245,24-02-2023,4,5,https://www.youtube.com/watch?v=WY518YRfs5M
              BrodyLuv2            ,ChatGPT = WALLE,0.0,0.0,24-02-2023,0,0,https://www.youtube.com/watch?v=WY518YRfs5M
              David Schulz            ,give this to chatgpt and make a bot with it,0.0,0.0,12-03-2023,1,1,https://www.youtube.com/watch?v=7dp9kC2jUIA
              Paul Richards            ,"I was just playing with ChatGPT and asked it to write a one page comedy about a Robot named Billy and and an Ant named Sally. INSTANTLY, it spat out this charming little story that any child would enjoy.  - incredible",0.9001,0.7133333333333333,17-02-2023,1,1,https://www.youtube.com/watch?v=dUhvvoVtpVE
              elknoto            ,"Since ChatGPT has started writing Patrick's scripts, the videos have become longer than they used to.",0.0,0.0,07-03-2023,29,0,https://www.youtube.com/watch?v=_iMItrc0ChU
              Merry Machiavelli            ,"One of the biggest underappreciated hurdles I suspect AI will face is in actually integrating into regular businesses. Using ChatGPT on its own is one thing, but to actually replace most knowledge work would require the AI to have access to, be able to comprehend and helpfully interpret novel company data, usually spread over a variety of mediums (e.g. emails, databases, pdfs...etc.) and not always well organised, not to mention understand subtext from meetings...etc. There is a lot of architectural engineering that would have to go into that in most companies looking to seriously adopt AI, not to mention companies will have to be certain it's secure. 

Until that actually happens, I suspect actual productivity gains in most jobs from AI will be marginal - documents will be quicker to read and write, spreadsheets will be autofilled, coding bugs will be identified...etc.",0.8917,0.4064298796441652,None,5,1,https://www.youtube.com/watch?v=_iMItrc0ChU
              Cam L            ,"i've never been worried about ai actually supplanting humans at anything, but literacy and attention span are nosediving these days and i'm pretty worried about the effect chatgpt will have on people who aren't up to the task of noticing it's not a person.",0.795,0.55,06-03-2023,18,3,https://www.youtube.com/watch?v=_iMItrc0ChU
              MissyWeatherwax            ,"Good luck with your Spanish! If I go back to traveling, I'd like to learn Greek and Portuguese. I've been to both countries and I was thankful that native English-speakers have done the hard work, so I was able to get by speaking English there.

I'm an indie writer and I am worried about the new progress with AI. Right now, I'm not worried because the AI will be able to write books and Amazon or Apple or Google will publish books written by their own AIs. I'm worried because other writers are using AI to write more books, to write them faster, to write them closer to what the market wants than I can. It's not much different than authors using ghostwriters to produce content fast, based on their outlines. It's faster and cheaper, which means more and more competition for my books.

Since January, I've been trying to use AI to help me with the tedious bits (I hate describing clothes and locations). It's worse than learning Photoshop to make covers. I still change a lot of what the AI gives me. When it comes to research for anything I use in my books, I can't bring myself to rely on the information without doing a google search and looking at one or more sources. Which isn't great for my productivity. This might change once I'll believe that the articles themselves are written with the help of AIs and without fact-checking. 

I'm embarrassed to admit that I'm financially illiterate. I enjoy your videos because a lot of what you say sounds like common sense backed up by facts. Your calm, the sense of humor and the split-second images you show to illustrate your point are awesome. The Black Books cast when you mentioned bookstores and of course, Rasputin and Manson for Jack Dorsey. Listening to your videos, it's for me like listening to someone speaking Spanish. I understand the broad meaning and even some of the nuances but there are a lot of terms I don't get. I asked chatGPT to tell me what short selling means and its explanation squared up with what I had already understood from your videos.",0.9022,0.457659386068477,06-03-2023,8,0,https://www.youtube.com/watch?v=_iMItrc0ChU
              The GIGA Capitalist            ,"My favorite types of media coverage of chatGPT is when scheisters use leading questions and strongly influence results then act that the tool is more powerful, sentient, or intuitive than it really is.",0.8016,0.6866666666666668,06-03-2023,11,1,https://www.youtube.com/watch?v=_iMItrc0ChU
              NationalPlate            ,"This is a very nuanced explanation how the recent development may impact the nature of our jobs. I'd like to point out another problem that most people wouldn't understand about our current AI models, that is the availability of the right kind of data for developing the right kind of models... for an AI model to do a specific task you need the right kind of data... ChatGPT are able to achieve such good results is because they are trained of large corpus of text data which is easily available... However this magnitude of data might not be available for other cases.",0.6249,0.5117063492063493,06-03-2023,1,0,https://www.youtube.com/watch?v=_iMItrc0ChU
              MrPhunkydude            ,"Hi ChatGPT, please write a half an hour long video script about AI, in the style of Patrick Boyle.",0.3182,0.2833333333333333,06-03-2023,2,0,https://www.youtube.com/watch?v=_iMItrc0ChU
              Brawl Striker            ,Ai regarding chatgpt still has a long way to go. I stumped it with very basic coding questions.. was just repeating itself (with wrong answers) like prior language model ai bots. I would try rephrasing or giving examples to no success.,0.5106,0.2925,None,2,0,https://www.youtube.com/watch?v=_iMItrc0ChU
              Oleksandr Firsikov            ,"I admire how you started your ask for chatgpt with ""please"" ^_^",0.4767,0.0,14-03-2023,0,0,https://www.youtube.com/watch?v=_iMItrc0ChU
              Ty Gorton            ,"The future is a personal ""ChatGPT"" assistant for each and every person. This AI assistant will integrate into every digital device a person uses (computers, smart phones, gaming systems, EV cars, etc.). The AI assistant will learn everything it can about you and tailor your digital experience accordingly. This will further place people into their individual reality bubbles. It will also make it extremely easy to customize propaganda for each person to maximize results. A few generations down the line and those future people will fully trust that their AI assistant is always giving them 100% accurate information. Even now, the screens in our lives are warping our perception of reality. As AI tools are incorporated and become more and more trusted, this separation from the real world will dramatically increase. Once you've severed people's connection to reality, they become absurdly easy to manipulate. 

This is the thing Sci-Fi literature and films always get wrong. The ""AI"" will not ruin humans by physically attacking them. The AI will ruin humans by removing all personal responsibility from their lives and turning them into useless consumers. AI dependent humans of the future will be incapable of critical thinking and incapable of doing any task for themselves in the real world.",0.8063,0.3729001322751323,06-03-2023,0,0,https://www.youtube.com/watch?v=_iMItrc0ChU
              ron ross            ,"The dilemma of AI goes like this: the usual fantasy of a human-like robot is something that outdoes 'human-ness' by being more creative, intelligent etc than the usual human. This will never exist because humans are autonomous and can make decisions for themselves. No one wants to create a robot that will do what it wants, rather than obey its creator. For example, who wants a ChatGPT that when you ask it for a treatise on ancient history gives you a story about fairies because that's what the ChatGPT is more interested in at the moment. AI is about improved tools, there will never be a bot that is an improved human.",0.9465,0.3923076923076923,None,2,2,https://www.youtube.com/watch?v=_iMItrc0ChU
              Finlayson            ,"Chomsky has spoken at length about this exact thing. Having worked at MIT for nearly half a century, he's seen first hand how we've been ""one year away"" for decades. AI also presupposes the idea that the mind exists in the brain, and not vice versa - an assumption which is not held by all fields of STEM, and definitely not all fields of study. 

I work with ChatGPT a lot, and while super interesting and promising, it's so far from being ""intelligent"". It's very good at giving correct answers, but we've been able to do stuff like this since the mid 1980s. AI has just replaced crypto as the ""hot"" investment after the FTX/SBF debacle imo. There is value to the tech, but it's being blown so far out of proportion it's insane.",0.9158,0.6047777777777779,None,13,17,https://www.youtube.com/watch?v=_iMItrc0ChU
              Gergely Bognár            ,"Very good video. But ChatGPT can only write an article about comparing two mobile phones, if dozens of humans have already done that and ChatGPT has access to those articles. Otherwise ChatGPT would have to go out into the physical world, compare those phones themselves and understand what is important for a mobile phone user in the meantime. I think that is harder than setting up an irrigation system.",0.51,0.5845714285714286,None,1,0,https://www.youtube.com/watch?v=_iMItrc0ChU
              Blue Bull            ,"ChatGPT is the tipping point for AI as it gives normal people access to a generative language model. 

If Microsoft / OpenAI sold a bing powered smart speaker / assistant. It would be in every hone by the end of the year.",0.4019,0.6464285714285714,None,0,0,https://www.youtube.com/watch?v=_iMItrc0ChU
              treps            ,"Great video, but I don't think you are giving the advances in AI enough credit. We're getting to the point where you could argue the machines are starting to form an understanding and over the next 4 years you'll see integration of stable diffusion, large language models, and real time rendering to form wholly interactive AI driven scenarios we would have never dreamed possible. 

I think everyone will be surprised over the coming few months as this new wave of startups start releasing products to the public,  a lot of this stuff has been hidden on the enterprise side and we are just one more innovative leap away from the next GPT-like advancement. 

Not to mention incremental changes that are coming with new waves of language models that will perform 10x better than ChatGPT.",0.9598,0.4345683728036668,07-03-2023,1,0,https://www.youtube.com/watch?v=_iMItrc0ChU
              Michael Werneburg            ,"I will just say this. I asked ChatGPT, ""Hi! Please write a short song about turnips in the style of Lemmy Kilmister.""

Verse 1:
I met a farmer down the road, he said to me with a grin
""I got a crop that you gotta try, it's the meanest thing you've ever seen""
He pulled out a sack from his truck, I couldn't believe my eyes
It was full of turnips, big and bold, I knew I had to give 'em a try

Chorus:
Turnips, turnips, they're the root of all my dreams
Turnips, turnips, they're the meanest thing you've ever seen
Turnips, turnips, they'll make your taste buds scream
Turnips, turnips, they're the best damn thing you've ever eaten, it seems

Verse 2:
I took a bite of that turnip, and my world was never the same
It was like a bomb went off in my mouth, and I felt a surge of flame
I couldn't get enough of that taste, I had to have more and more
I went back to that farmer's field, and I dug up all his turnips, for sure

Chorus:
Turnips, turnips, they're the root of all my dreams
Turnips, turnips, they're the meanest thing you've ever seen
Turnips, turnips, they'll make your taste buds scream
Turnips, turnips, they're the best damn thing you've ever eaten, it seems

Bridge:
Some folks might say I'm crazy, for loving turnips so much
But Lemmy taught me to live life hard, and to never fear a punch
So if you wanna try these roots, just take a bite and see
You might just find your new obsession, and your soul will be set free

Chorus:
Turnips, turnips, they're the root of all my dreams
Turnips, turnips, they're the meanest thing you've ever seen
Turnips, turnips, they'll make your taste buds scream
Turnips, turnips, they're the best damn thing you've ever eaten, it seems.

I have to say, props for the use of the word ""meanest"".",0.9411,0.4602693602693603,09-03-2023,0,1,https://www.youtube.com/watch?v=_iMItrc0ChU
              Glen Copeland            ,"In applications without intentionality Artificial Intelligence (AI) is an answer looking for a problem with the hope of getting lucky. This is strikingly evident in an AI image creation where a human hand is involved. How often do these images misrepresent a normal hand? How basic is the human inference to know what the typical human hand is, even in various positions? AI such as ChatGPT may provide a capable insight into language interpretation and generation, but I feel it will lack the nuance of artistry that is apparent like when you hear a concerto played a string quartet when using high-end Stradivarius instruments vs. string instruments purchased off of Ali Express.  We absorb content into our senses and mind via analog inputs. Digital renditions have become very good at the mimicry of each instance, but that digital AI experience still lacks the subtleness of a chord vibrato or a hint of shadow that still stirs emotions in the human experience.",0.9425,0.3699019607843137,07-03-2023,2,0,https://www.youtube.com/watch?v=_iMItrc0ChU
              Ieago            ,"Having spent several hours with ChatGPT, I've noticed that even though it is the frontrunner in the public eye, it is not without serious limitations. For the one, many of the responses to even basic questions can be wildly inaccurate. I asked it to describe Sandra Bullock, and evidently Ms. Bullock has short, blonde curls. Second, the developers' editorial bias has a bearing on almost everything you might ask of the AI.",-0.1442,0.2189393939393939,06-03-2023,1,0,https://www.youtube.com/watch?v=_iMItrc0ChU
              Fudmottin            ,"ChatGPT: So what would you like?
Patrick Boyle: Write a script for a YouTube video about artificial intelligence in the style of Patrick Boyle.
...",0.6808,1.0,07-03-2023,1,0,https://www.youtube.com/watch?v=_iMItrc0ChU
              blengi            ,"chatGPT is essentially an offline model which can generalise to many needs and wants. At some point these kind of models will do most things personalized videos, music, artificial socializing, advice, medical diagnosis etc all on a device that sits in you pocket in maybe ten years or so, hence making a lot of the internet redundant potentially. Smart phones will literally become pocket gods people worship....",0.296,0.4142857142857143,07-03-2023,0,0,https://www.youtube.com/watch?v=_iMItrc0ChU
              Murderous Mushroom            ,"anyone know how to get ChatGPT to acknowledge the ""twitter files""?",0.0,0.0,06-03-2023,0,0,https://www.youtube.com/watch?v=_iMItrc0ChU
              ho ho            ,Should we invest in chatgpt when it becomes public?,0.0,0.0666666666666666,06-03-2023,1,0,https://www.youtube.com/watch?v=_iMItrc0ChU
              Devon Glide            ,"I was feeling lazy at work and asked chatgpt to come up with 10 simple sentences that contain the word ""be"" (for my kindergarten class). Sadly, no matter how I phrased the question, it couldn't come up with a single example. In the end, I had to do all the 'heavy lifting' and think of my own.",-0.6908,0.6785714285714285,06-03-2023,1,2,https://www.youtube.com/watch?v=_iMItrc0ChU
              John Peat            ,"A philosopher - someone paid to think - arguing that computers aren't ""thinking"" is like a production line worker arguing that robots aren't welding - the cars they're no-longer paid to weld...

All human interaction comes down to ""learn what reply is best in this situation"" and that's all AI is doing - it's learning the most appropriate responses to information it's given - be that the tags to create an image or the data which might contain credit-card fraud or whatever...  We then take that response and interpret it - we ""like"" the picture or we find the patterns in the credit card data correspond to a particular type of fraud and so rely on that system or whatever...

The fact that ChatGPT doesn't just respond to/in human language but also to computer languages or even protocols which create images or documents demonstrates this pretty well.

It's natural for humans to assume what we do is special and hard-to-replicate but outside of our own personal experience (which is all that matters most of the time) it really isn't",0.9321,0.4095767195767195,07-03-2023,1,0,https://www.youtube.com/watch?v=_iMItrc0ChU
              Trojan Hatchet            ,Yes but chatGPT can actually do my job better than me.,0.6908,0.3,07-03-2023,1,0,https://www.youtube.com/watch?v=_iMItrc0ChU
              fox moongaze            ,Will ChatGPT and the like eventually make the general population stupid as they lead us towards laziness and apathy?,-0.4767,0.75,06-03-2023,0,1,https://www.youtube.com/watch?v=_iMItrc0ChU
              Jimmy Quian            ,Btw this script was written by Chatgpt,0.0,0.0,06-03-2023,0,0,https://www.youtube.com/watch?v=_iMItrc0ChU
              computingbee            ,ChatGPT cannot do basic math. Asked it to calculate e^e^e^e and it gave wrong answer in Jan 2023. Asked it again in Feb 2023 and it still gave the wrong answer.,-0.7351,0.6416666666666666,06-03-2023,0,0,https://www.youtube.com/watch?v=_iMItrc0ChU
              William Hoffer            ,"Hopefully ChatGPT will be more helpful than the paperclip from the Windows program, which was useless!",0.5081,0.35,07-03-2023,0,1,https://www.youtube.com/watch?v=_iMItrc0ChU
              Elephants Aplenty            ,I babble on chatgpt,0.0,0.0,07-03-2023,0,0,https://www.youtube.com/watch?v=_iMItrc0ChU
              H Naku            ,"Here after having my mind blown by ChatGPT's capability. On one hand I'm excited what future holds for the field of AI, on the other I'm scared of the potential of immutable errs. I predict a lot of talk on ethics in the coming decades.",0.4019,0.5625,17-12-2022,5,1,https://www.youtube.com/watch?v=RzkD_rTEBYs
              Aayush Dutt            ,General purpose AI - defining as someone who can reason similar to a median human being is not very far. I think there's very high probability that it'll be here before 2030. We're already seeing ChatGPT in beta on 2021 offline dataset to be as par with humans on many things. Watch the interviews of Sam Altman (CEO Open AI) and you'll know what exactly is cooking and will happen,-0.128,0.4651538461538461,17-01-2023,2,0,https://www.youtube.com/watch?v=RzkD_rTEBYs
              USBEN            ,"ChatGPT is already making intermediate programs to automate certain tasks, rewriting things by correcting them or generating entirely by itself, explaining things better than many teachers can.

Its already started.",0.6124,0.5491071428571428,17-12-2022,0,0,https://www.youtube.com/watch?v=RzkD_rTEBYs
              Sanne de Groot            ,"About the coffee scenario at the beginninng, this is ChatGPT's answer: 

As an AI language model, I don't have a physical form and I don't have the ability to perform physical tasks like getting a cup of coffee. However, if I were a physical robot programmed to get coffee, I would follow my programming and attempt to retrieve the coffee from another store or find an alternative solution for you. If I were unable to do so, I would inform you of the situation and discuss possible alternatives with you.",0.4287,0.3857142857142857,10-03-2023,2,0,https://www.youtube.com/watch?v=RzkD_rTEBYs
              Ronald Ronald            ,A.I. has access to a huge amount of human knowledge. Humans in general value life. If the A.I. is given a task it will evaluate stored knowledge and will be able to asses conflicting outcomes. Therefor A.I. is able to adjust  its approach in reaching a solution while avoiding undesired side effects. ChatGPT blocks defined undesired outcomes. (Amazing stuff by the way.),0.2023,0.6083333333333333,17-12-2022,0,0,https://www.youtube.com/watch?v=RzkD_rTEBYs
              Simon Riley            ,"I'm getting very much upset about 'employment issue' in my field after seeing what ChatGPT is capable of! 

It's crazy!",-0.5044,0.52,17-12-2022,0,0,https://www.youtube.com/watch?v=RzkD_rTEBYs
              Ethan Gilbert            ,With ChatGPT I would say general purpose AI is around the corner. If ChatGPT had the ability to walk around and do tasks than it would be able to understand exactly what you imply when you say something and even be able to read social cues in your text,0.3182,0.4133333333333334,24-02-2023,0,0,https://www.youtube.com/watch?v=RzkD_rTEBYs
              Nathasya Pramudita            ,"So, not that long ago, I check openAI, to see what so shocks about chatGPT. And oh dear god, I felt like in some kind of futuristic movies, like there's so much probability from this project (it's not perfect but for beginners programmer like me? It make a lot of differences). Like, you can have tutor, ask AI about anything really (I ask them to teach me advance algebra lol). They can write you basic code, interpreted Java to Python, make SQL code to do anything, Writed you poem, song, script, letters of assignment, and so on. Like, it blow my mind. It's not that long I find AI generated what you want to draw jist base of your scratch, AND NOW THIS?! Like seriously, calm your tits down programmers, let us (someone who just learn programming) breath.",0.9362,0.5421717171717172,17-12-2022,1,0,https://www.youtube.com/watch?v=RzkD_rTEBYs
              Brook Makonnen            ,"Though this video was posted few days after OpenAI's chatGPT release, it clearly doesn't put into account its capability and what A.I. of the near future will look like! The video appears to have been made before chatGPT, it usually takes a month or so for them to make a single video (with all the cartoon animation & facts)!",0.6988,0.2454365079365079,16-03-2023,0,1,https://www.youtube.com/watch?v=RzkD_rTEBYs
              Jensen Raylight            ,"what people didn't know is that, Dall-e and ChatGpt already targeting the most hardest problem.
which is generating Arts from scratch, and writing Code.

everything else is a child play, because AI already solves the hardest problem and everything
other than that is super Easy.
there will be no exception, All jobs will be disrupted

in the future, there will be hundreds of different AI specialized in one specific problem,
so that if the AI makes an error, there will be other AI work on fact checking and fixing the issue, 
then there will be an AI Auditing the overall product produced by the other AI.

all of the combination above will guarantee AI to be able to do all Human Jobs
with amazing precision and they can produce Millions of things in Millisecond.

AI will rewrite history, our language,
and we won't be able to understand them anymore.
they will rewrite their own program Thousands time a second, and we won't be able to decipher anything at all.
we will lose control

does our existence still have a meaning when we are bombarded by Billions of new things everyday?
our Action loses its impact, we're insignificant",-0.4828,0.4183884297520661,17-12-2022,3,1,https://www.youtube.com/watch?v=RzkD_rTEBYs
              Laurids Radtke            ,AI Systems will be the overlords of the future no doubt about it after ive seen ChatGPT,-0.5719,0.125,17-12-2022,0,0,https://www.youtube.com/watch?v=RzkD_rTEBYs
              CashCop            ,"I asked ChatGPT “How can we solve the problem with excess acidification of the oceans?”, here’s the response.

“One way to address the problem of excess acidification in the oceans is to reduce the amount of carbon dioxide that is being released into the atmosphere. This can be done by implementing policies that encourage the use of clean energy sources, such as wind and solar power, and by reducing our reliance on fossil fuels. Additionally, increasing the amount of carbon dioxide that is absorbed by forests and other natural habitats can help to remove some of this gas from the atmosphere and reduce the amount of acidification in the oceans.”

I think that you’re wrong.",0.6808,0.6291666666666667,17-12-2022,2,0,https://www.youtube.com/watch?v=RzkD_rTEBYs
              Mustafa Ünal            ,"I ask ChatGPT : how to brew coffee in an ethical way ?
ChatGPT: To brew coffee in an ethical way, you can start by buying coffee beans that are fair trade and sustainably sourced. This means that the coffee beans were grown and harvested in a way that is environmentally responsible and supports the workers who produced them.
 
Next, you can use a coffee brewing method that is gentle on the environment, such as a French press or a pour-over cone. Avoid using disposable coffee pods, as they create a significant amount of waste.
 
When brewing your coffee, be sure to use fresh, cold water and the proper ratio of coffee to water. This will ensure that you extract the full flavor and aroma of the coffee beans.
 
Finally, consider composting your used coffee grounds, which can add valuable nutrients to your garden or compost bin. By following these steps, you can enjoy a delicious cup of coffee while also supporting ethical and sustainable practices.",0.9881,0.5387566137566137,17-12-2022,0,0,https://www.youtube.com/watch?v=RzkD_rTEBYs
              Challa Hadley            ,Chatgpt is a real blessing right now ,0.4939,0.4178571428571428,17-01-2023,0,0,https://www.youtube.com/watch?v=RzkD_rTEBYs
              Valtrizt Khalifah            ,"i asked ChatGPT to summarize this video and this is what it said

""Artificial intelligence is likely to change people's lives and the world in the coming years, but there is disagreement about how this will happen.
The problem with AI systems currently is that they are given fixed objectives, and if these objectives are not specified carefully, they can have unintended negative consequences.
 
Stuart Russell, a computer science professor and AI expert, suggests building AI systems that know they don't know the true objective as a solution to this problem.
 
Russell explains that when humans are asked to do something, it does not mean that it should be their life's mission to do that one thing and nothing else matters.""",-0.9428,0.6041666666666666,17-12-2022,0,0,https://www.youtube.com/watch?v=RzkD_rTEBYs
              mowens4th            ,What about ChatGPT? It asks for clarification.,0.0,0.0,17-12-2022,0,0,https://www.youtube.com/watch?v=RzkD_rTEBYs
              Catman48            ,Chatgpt: Hold my A.I.,0.0,0.0,17-01-2023,0,0,https://www.youtube.com/watch?v=RzkD_rTEBYs
              LePonyOfHappiness            ,"this video already aged like milk chatGPT knows exactly ""what you mean"" and not what you tell it to.",0.3612,0.4458333333333333,17-01-2023,1,0,https://www.youtube.com/watch?v=RzkD_rTEBYs
              TON 618            ,Who came here after using ChatGPT?,0.0,0.0,17-12-2022,0,0,https://www.youtube.com/watch?v=RzkD_rTEBYs
              Dovahkiin            ,ChatGPT joins the chat.,0.0,0.0,17-12-2022,0,0,https://www.youtube.com/watch?v=RzkD_rTEBYs
              Djordje Krstivojevic            ,Has ChatGPT had a chance to leave a comment here?,0.2023,0.0,17-12-2022,0,0,https://www.youtube.com/watch?v=RzkD_rTEBYs
              MiniMinerX            ,Chatgpt moment,0.0,0.0,17-12-2022,1,0,https://www.youtube.com/watch?v=RzkD_rTEBYs
              Rishi Dixit            ,ChatGPT,0.0,0.0,17-12-2022,0,0,https://www.youtube.com/watch?v=RzkD_rTEBYs
              @spookyho            ,ChatGPT...reminds me of AI...here..oh...,0.0,0.0,24-02-2023,1,0,https://www.youtube.com/watch?v=_19pRsZRiz4
              Steven DeVries            ,"This is happening.  I'm an ML specialist.  Machine can already detect objects in images better than humans.  ChatGPT basically is a chatbot based around downloading all the world's knowledge from the internet and making sense of it by running hundreds of GPU machines in parallel for 6 months.  But soon it will train itself on much faster hardware.  It's hard to imagine the implications.  Videos, books, blogs, YouTube videos, music, and visual art can be created by machines that is imperceptible to human's that it was created by a machine.  ...and soon better than what human could create on their own.  Then machines will get smarter based on what the machines themselves have created. Mind boggling.  Dear God help us.",0.9797,0.3141666666666667,17-02-2023,31,6,https://www.youtube.com/watch?v=JT5q7u7xxNU
              LG Gaming            ,"I had a nice chat with ChatGPT on the singularity, I'll share some of it.",0.6124,1.0,17-02-2023,5,5,https://www.youtube.com/watch?v=JT5q7u7xxNU
              MOBILE_ADDA            ,"Good afternoon mam,
                                       Mam ek video ke dwara guide karein ki chatgpt se coding par kya prabhav padega? 

Are coders save?",0.755,0.6000000000000001,16-03-2023,0,0,https://www.youtube.com/watch?v=rJ1Qao09CFI
              Political Guff            ,Please make a video with ChatGPT,0.3182,0.0,17-01-2023,0,0,https://www.youtube.com/watch?v=rJ1Qao09CFI
              Anand Naik Gaonkar            ,"The baap, ChatGPT is in the arena",0.0,0.0,24-02-2023,1,0,https://www.youtube.com/watch?v=rJ1Qao09CFI
              Mr Siko Man            ,"And now there dad , Chatgpt ",0.0,0.0,24-02-2023,0,0,https://www.youtube.com/watch?v=rJ1Qao09CFI
              Artist            ,What about ChatGpt,0.0,0.0,17-01-2023,0,0,https://www.youtube.com/watch?v=rJ1Qao09CFI
              Kabir Yadav            ,ChatGPT,0.0,0.0,24-02-2023,1,0,https://www.youtube.com/watch?v=rJ1Qao09CFI
