Username,Date,Post,Post sentiment,Post subjectivity,Comments,Reactions,Reposts
Uwanma Odefa. SPHRi™,14-03-2023,"I have always looked for ways to make my job entertaining because if the work you spend over 40 hours a week at isn't fun, especially if it's onsite, then that's just torture. Something I enjoy doing is writing funny out-of-office automatic emails. (If they're not funny, it's not me, it's you). Here's my latest one as I start study leave today..._______________Hello!This is Uwanma's personal ChatGPT. Call me ADA (Artificially Delivering Assistance. Not very creative but she's exhausted all her creativity on TikTok and LinkedIn).Uwanma is out of office on study leave because <INSERT FUNNY QUOTE ABOUT LIFELONG LEARNING AND SELF DEVELOPMENT HERE> (I didn't bother with the quote because I don't know your sense of humour. See? Artificial Intelligence. Emphasis on ""intelligence"").Anyway, she will respond to your email on Monday 3rd April, 2023 when she's back in the office. (She mentioned something about limited access to her email, but I'm an AI bot; I cannot lie).For all enquiries, please send an email toxyz@abc.comor reach out toabc@xyz.comwho will ensure you're sorted.(P.S. If I were you, I'd ask her to prepare a 2500-word essay on whatever she abandoned her job to go study. Just my Intelligent suggestion)._____________________In what ways do you entertain yourself on the job? (I once delivered a company-wide learning program for a major global multinational company live-audience TV talk show style! Think Ellen and Wendy Williams minus the dancing, pranks and mean gossip. It was a blast!)#ai#artificialintelligence#chatgpt#humanresources#employeeengagement#jobsatisfaction",0.9768,0.5908903596403596,4 ,51,0
Julia Rock,14-03-2023,"I know#IWD2023is behind us, but I really want to keep the conversation going. Today, let's look through a tech lens.I don't consider myself to be the most tech-savvy, but over the past few months, there has been a lot of talk about artificial intelligence (AI), particularly as OpenAI's ChatGPT software has gone viral.For me, it will continue to be exciting to watch as we see more companies push the boundaries of what we think is possible in tech.BUT...It's no secret that AI is still a male-dominated field. Women comprise only about 22% of all AI professionals worldwide.So beyond personally wanting to see more women rise to prominence in this space, new World Economic Forum data shows that this lack of gender diversity could lead to the perpetuation of biases and stereotypes in emerging technologies.How do you think organizations and institutions can strengthen opportunities for women globally to play a part in advancing technologies like these?If you're someone who happens to work in AI, what would be your advice to women looking to break into the space?Would love to hear your thoughts in the comments!#genderequality#DigitALL#womenintech#artificialintelligence#careertransitions",0.9757,0.5076599326599326,10 ,22,1 
Phys.org,15-03-2023,"The company behind the ChatGPT app that churns out essays, poems or computing code on command released Tuesday a long-awaited update of its artificial intelligence",0.4767,0.85,1 ,18,9 
Bloomberg News,14-03-2023,"The arrival in late 2022 of the ChatGPT chatbot, with its remarkably sophisticated answers to a vast array of queries, was a milestone in artificial intelligence that’s taken decades to reach. Today it’s possible to imagine a computer being able to perform most human tasks better than people can. Whether you’re worried about being replaced by a machine, or just intrigued by the possibilities, here are some frequently used AI buzzwords and what they actually mean.",0.8425,0.6647727272727272,1 ,22,4 
LiveMint,15-03-2023,"As businesses grapple with how artificial intelligence tools like#ChatGPTwill affect working practices, one Japanese fintech firm is making it compulsory for new recruits to use the technology & even testing them on it.",0.4767,0.4636363636363636,0,12,0
moneycontrol.com,15-03-2023,OpenAI has announced the launch of its latest language model Artificial Intelligence tool in GPT-4 that has brought together key functions of ChatGPT and Dall-E.Here are the 5 things to know about GPT-4 👇https://lnkd.in/d3G6MsRp#ChatGPT#GPT4#OpenAI#SamAltman,0.4767,0.9666666666666668,0,1,0
Joanna Milliken,15-03-2023,"AtSAPEmarsys, we already know artificial intelligence and machine learning are crucial solutions to empower our busy customers, and they are built into our platform — but ChatGPT will open up a whole new world of possibilities.Check out this quick video showing off how we’re using ChatGPT and AI technology to bring more power to marketers.#ChatGPT#AI#Automation#Technology",0.34,0.5818181818181818,11 ,274,37 
Phys.org,15-03-2023,"At the end of November 2022, the San Francisco-based company OpenAI launched its prototype of ChatGPT, an artificial intelligence",0.5574,1.0,0,2,0
Ars Technica,15-03-2023,"BREAKING: The next “generative, pre-trained transformer” is upon us—and apparently has been for a minute now.On Tuesday,OpenAIannounced GPT-4, a large multimodal model that can accept text and image inputs while returning text output that ""exhibits human-level performance on various professional and academic benchmarks,"" according to OpenAI.If it performs as claimed, GPT-4 potentially represents the opening of a new era in artificial intelligence. ""It passes a simulated bar exam with a score around the top 10% of test takers,"" writes OpenAI in its announcement. ""In contrast, GPT-3.5’s score was around the bottom 10%.""OpenAI plans to release GPT-4's text capability through ChatGPT and its commercial API, but with a waitlist at first. GPT-4 is currently available to subscribers of ChatGPT Plus.Alongside OpenAI’s announcement,Microsoftconfirmed that its infamous Bing Chat has been running GPT-4 all along, confirming that OpenAI has been sitting on this new tech since at least November 2022.This story is breaking and will be updated as new details emerge at the link below.https://trib.al/7JfOLso",0.5023,0.4338553603259485,0,4,1 
The Australian,15-03-2023,Brands are testing generative AI tools such as ChatGPT and taking creative artefacts influenced by the tool to market. What does it mean for the future of creativity?Advertising Council Australia#thegrowthagenda#creativity#artificialintelligence,0.4404,0.578125,1 ,0,0
Phys.org,15-03-2023,Google on Tuesday began letting some developers and businesses access the kind of artificial intelligence that has captured attention since the launch of Microsoft-backed ChatGPT last year.,0.4767,0.6555555555555556,0,1,0
Isha Rani,15-03-2023,"🎯 𝗗𝗼𝗻'𝘁 𝗹𝗶𝗺𝗶𝘁 𝘆𝗼𝘂𝗿𝘀𝗲𝗹𝗳 𝘁𝗼 𝗷𝘂𝘀𝘁#𝗖𝗵𝗮𝘁𝗚𝗣𝗧; 𝘆𝗼𝘂 𝗺𝗮𝘆 𝗿𝗲𝗴𝗿𝗲𝘁 𝗻𝗼𝘁 𝘂𝘁𝗶𝗹𝗶𝘇𝗶𝗻𝗴 𝘁𝗵𝗲𝘀𝗲 𝗔𝗜 𝘁𝗼𝗼𝗹𝘀 𝗶𝗻 𝟮𝟬𝟮𝟯 if you are working in Technology, Software Engineering or Data.You can take advantage of the AI Revolution. Here are the top AI tools guaranteed to enhance productivity and transform work.✅ 𝗔𝘂𝗱𝗶𝗼 𝗮𝗻𝗱 𝗩𝗶𝗱𝗲𝗼 𝗔𝗜 𝗧𝗼𝗼𝗹𝘀: Artificial Intelligence and Machine Learning📌 𝗩𝗼𝗶𝗰𝗲𝗣𝗲𝗻 𝗔𝗜: Convert audio content into blog posts, using AI.https://voicepen.ai📌 𝗞𝗿𝗶𝘀𝗽: AI tool for removing background voices, noises, and echoes from calls.https://krisp.ai/📌 𝗕𝗲𝗮𝘁𝗼𝘃𝗲𝗻: AI tool for creating custom royalty-free music.https://www.beatoven.ai/📌 𝗖𝗹𝗲𝗮𝗻𝘃𝗼𝗶𝗰𝗲: AI tool for automatically editing podcast episodes.https://cleanvoice.ai/📌 𝗣𝗼𝗱𝗰𝗮𝘀𝘁𝗹𝗲: AI tool for studio-quality recording from your computer.https://podcastle.ai/📌 𝗩𝗶𝗱𝘆𝗼: AI tool for making short-form videos from long-form content.https://vidyo.ai/📌 𝗠𝗮𝘃𝗲𝗿𝗶𝗰𝗸: AI tool for generating personalized videos at scale.https://lnkd.in/eptCVijb📌 𝗦𝗼𝘂𝗻𝗱𝗿𝗮𝘄: AI tool for creating original music.https://soundraw.io/📌 𝗢𝘁𝘁𝗲𝗿: AI tool for capturing and sharing insights from meetings.https://otter.ai/✅ 𝗗𝗲𝘀𝗶𝗴𝗻 𝗔𝗜 𝗧𝗼𝗼𝗹𝘀:📌 𝗙𝗹𝗮𝗶𝗿: AI tool for designing branded content.https://flair.ai/📌 𝗜𝗹𝗹𝘂𝘀𝘁𝗿𝗼𝗸𝗲: AI tool for creating vector images from text prompts.https://illustroke.com/📌 𝗣𝗮𝘁𝘁𝗲𝗿𝗻𝗲𝗱: AI tool for generating patterns for design.https://www.patterned.ai/📌 𝗦𝘁𝗼𝗰𝗸𝗶𝗺𝗴: AI tool for generating the perfect stock photo.https://stockimg.ai/📌 𝗟𝗼𝗼𝗸𝗮: AI tool for designing your brand.https://looka.com/✅ 𝗖𝗼𝗽𝘆 𝗮𝗻𝗱 𝗖𝗼𝗻𝘁𝗲𝗻𝘁 𝗔𝗜 𝗧𝗼𝗼𝗹𝘀:📌 𝗖𝗼𝗽𝘆: AI tool for generating copy that increases conversions.https://www.copy.ai/📌 𝗖𝗼𝗽𝘆𝗠𝗼𝗻𝗸𝗲𝘆: AI tool for creating Amazon listings in seconds.http://copymonkey.ai/📌 𝗢𝗰𝗼𝘆𝗮: AI tool for creating and scheduling social media content.https://www.ocoya.com/📌 𝗨𝗻𝗯𝗼𝘂𝗻𝗰𝗲 𝗦𝗺𝗮𝗿𝘁 𝗖𝗼𝗽𝘆: AI tool for writing high-performing cold emails at scale.https://unbounce.com/📌 𝗣𝘂𝘇𝘇𝗹𝗲: AI tool for building a knowledge base for your team and customers.https://www.puzzlelabs.ai/FollowIsha Raniand hit the 🔔 on my profile for more guidance. A𝐢𝐦 𝐡𝐞𝐫𝐞 𝐢𝐬 𝐭𝐨 𝐋𝐞𝐚𝐫𝐧 𝐚𝐧𝐝 𝐆𝐫𝐨𝐰 𝐭𝐨𝐠𝐞𝐭𝐡𝐞𝐫 🙌#softwareengineering#data#machinelearning#ai#team#technology#productivity#artificialintelligence#music#design#socialmedia#work#podcast#brand#quality#content#building#amazon#writing#editingLinkedIn for CreatorsLinkedIn News India#linkedin#indiacc:Brij Kishore Pandey",0.9732,0.7270833333333333,24 ,169,20 
The Manila Times,15-03-2023,"The company behind the ChatGPT app that churns out essays, poems or computing code on command released Tuesday a long-awaited update of its artificial intelligence (AI) technology that it said would be safer and more accurate than its predecessor.READ HERE:https://tmt.news/1882835",0.7096,0.7083333333333334,0,0,0
Luca Mezzalira,14-03-2023,"This post demonstrates how to integrate AWS serverless services with artificial intelligence (AI) technologies, ChatGPT, and DALL-E. This full stack event-driven application showcases a method of generating unique bedtime stories for children by using predetermined characters and scenes as a prompt for ChatGPT.Every night at bedtime, the serverless scheduler triggers the application, initiating an event-driven workflow to create and store new unique AI-generated stories with AI-generated images and supporting audio.#serverless#aws#eda#chatgpt#ai#cloud#artificialintelligence#tech#generativeai",0.7964,0.709090909090909,9 ,311,35 
T. Scott Clendaniel,15-03-2023,"#GPT4: PLEASE reshare my latest post on the#GPTGuide here! viaThe Washington Post😆🙃😀#ArtificialIntelligence/#BigData/#BusinessIntelligenceHeadline:""GPT-4 has arrived. It will blow#ChatGPTout of the water.The long-awaited tool, which can describe images in words, marks a huge leap forward for AI power — and another major shift for ethical norms""HOT OFF THE PRESSES!From the article:""The artificial intelligence research lab OpenAI on Tuesday launched the newest version of its stunning language software, GPT-4, an advanced tool for analyzing images and mimicking human speech, pushing the technical and ethical boundaries of a rapidly proliferating wave of#AI.OpenAI’s earlier product, ChatGPT, captivated and unsettled the public with its uncanny ability to generate elegant writing, unleashing a viral wave of college essays, screenplays and conversations — though it could only generate text, and it relied on an older generation of technology that hasn’t been cutting-edge for more than a year.GPT-4, in contrast, is a state-of-the-art system capable of creating not just words but describing images in response to a person’s simple written commands. When shown a photo of a boxing glove hanging over a wooden seesaw with a ball on one side, for instance, a person can ask what will happen if the glove drops, and GPT-4 will respond that it would hit the seesaw and cause the ball to fly up.The buzzy launch capped months of hype and anticipation over an AI program, known as a large language model, that early testers had claimed was remarkably advanced in its ability to reason and learn new things. The developers pledged in a Tuesday blog post that the technology could further revolutionize work and life.But those promises have also fueled anxiety over how people will be able to compete for jobs outsourced to eerily refined machines or trust the accuracy of what they see online. The developers themselves said they were delaying key features for fear of opening new opportunities for abuse.Officials with the San Francisco lab said GPT-4′s “multimodal” training across text and images would allow it to escape the chat box and more fully emulate a world of color and imagery, surpassing ChatGPT in its “advanced reasoning capabilities.” A person could upload an image, and GPT-4 could caption it for them, describing the objects and scene.""#TScottClendaniel#bigdata#businessintelligence#programming#analytics#datamining#data",0.983,0.569993715961458,24 ,76,11 
Allison Shapira,15-03-2023,"You have a speech coming up; should you use an AI tool like ChatGPT to write it?I’m preparing to answer that question for my graduate students atHarvard Kennedy Schoolin our class, The Arts of Communication.For several years, I’ve studied the implications of artificial intelligence in the field of public speaking.This includes advising AI speech coach companies likeYoodli(Global Public Speaking LLCpartnered with Yoodli to create our own bespoke platform AMPLIFY) and beta-testing half a dozen other platforms and apps.AttendingMIT Technology Review’s Em Tech Digital AI Conference last year provided a deeper understanding of the benefits, risks, and process involved in integrating an AI system into my business.I believe artificial intelligence can be used effectively in a “driver-assist” as opposed to a “driverless” function. It should not replace our speechwriting process, but it can augment the way we prepare.Generative AI tools such as ChatGPT are helpful in searching for speech topics, overcoming writer’s block, and finding creative ideas for targeting different audiences.Platforms like Yoodli provide instant feedback on filler words, pacing, and pausing. By integrating ChatGPT, Yoodli offers speech summaries, potential questions to anticipate, and suggestions to make your speech more concise.And this is just the beginning.Who am I learning from in this space?Paul RoetzerofMarketing AI Institutewith their Responsible AI Manifesto for Marketing and Business,Kevin RooseandCasey Newtonon Hard Fork podcast, andPeter H. Diamandison Exponential Wisdom. Finally, my good friend and technologistMatt Strainwho advises companies on generative AI.Beyond the public speaking use case, I see AI completely changing the way businesses tap into and utilize their knowledge. Businesses can train an AI system on their own data in order to synthesize and summarize it, so they can make more informed decisions.For my Harvard class, here’s the guidance I’m planning to offer:- If you choose to use AI tools in this class, I expect you to fully document how you’ve used them and describe it in your post-speech survey. You may not use these tools to generate speech drafts because that can hinder rather than aid your learning in this class. You may not submit AI-generated text as your own.- Remember that generative AI is like a qualitative calculator that is correct only some of the time, especially given potential bias and inaccuracy in the information it contains.- Ultimately, you are responsible for the words that come out of your mouth, both figuratively and literally. I expect any speech you deliver in class to reflect your own stories, anecdotes, beliefs, and opinions.This tipping point in artificial intelligence creates a new technological frontier, and we are all learning as we go. What would you add to this discussion?#AI#artificialintelligence#publicspeaking#technology#leadershipcommunication#innovation",0.9913,0.6020944741532978,40 ,47,3 
Dan Lewkowicz,14-03-2023,"ChatGPT AICould Find a Place in Commercial Real Estate. In Some Ways, It Already HasProfessionals Begin To Embrace Nascent#AIin Industry Traditionally Slow To Adopt TechnologyWhenBarbi Reuter, CEO and principal ofCushman & Wakefield|PICOR Commercial Real Estate Servicesin Tucson, Arizona, went to write an opening statement for an annual awards ceremony, she decided to open up the artificial intelligence chatbotChatGPT AIto perfect her tone.“I prompted, ‘Write a compelling opening for the CEO at the 37th annual awards luncheon,’” Reuter told CoStar News. “I opened our banquet with it and then fessed up on the source. The team was pretty incredulous!”SinceOpenAI’s chatbot launched in November, real estate professionals across the country have experimented with it to help with tasks ranging from copy editing to tweaking the tone of an email to a disgruntled client. But while#executivesand#brokersare still exploring AI’s many uses — ChatGPT still has bugs and accuracy issues it’s working out — there’s agreement it holds the potential to make some industry tasks easier.Right now, AI’s biggest benefit is efficiency, according to commercial real estate professionals who joined in on aTwitterconversation aboutChatGPT AI. Users said they asked it to do once-overs for grammar and tone in marketing materials, property descriptions, letters of intent and right of first refusal contracts, to name a few examples.The technology can also help with lease reviews, comparing information against an agreed-upon letter of intent and avoiding bias in favor of the landlord or tenant, users said. Beyond that, it has basic coding capabilities and can perform data analysis to identify market patterns and risks.Some industry professionals are projecting more significant capabilities in the future.“In its current state, I think of it as a tool to assist in improving daily efficiency, but in the long term, I think AI will be transformative to the industry by eliminating repetitive and low-barrier-to-entry jobs,”Bronwyn Scrivens, SIOR, an associate broker at Omada Commercial in Edmonton, Alberta, wrote in an email toCoStar GroupNews.Possible Listings EffectAI has the potential to reshape the#brokerageand#RealEstatelisting service sectors the most, according toKunal Lunawat, co-founder and managing partner ofAgya Ventures, a San Francisco-based real estate technology fund.ChatGPT AIisn’t yet able to access real-time real estate data, but other AI technology has the potential to significantly improve real estate listing searches. For example, it could narrow down a search based on a client’s preferences to about 90% accuracy, and then brokers could help pick through the remaining 10%, Lunawat said.Special thanks toCoStar Groupfor this valuable information.What are YOUR thoughts about AI's place in our field?#10DayCRE",0.9944,0.436100936100936,73 ,40,1 
Cambridge University Press & Assessment,14-03-2023,"""It’s obvious that tools like ChatGPT cannot and should not be treated as authors. We want our new policy to help the thousands of researchers we publish each year, and their many readers."" -Mandy Hill, Managing Director,Cambridge University Press – AcademicNew Cambridge guidelines will help researchers use generative artificial intelligence tools like#ChatGPT, while upholding academic standards around transparency, plagiarism, accuracy and originality.The rules are set out in the first#AIethics policy from Cambridge University Press and apply to research papers, books and other scholarly works.The move provides clarity to academics amid concerns about flawed or misleading use of powerful large language models like ChatGPT in research, alongside excitement about its potential.➡️ Learn more about the new policy:http://ow.ly/6Imi50NhwP4#AcademicPublishing#PublishingEthics#ArtificialIntelligence#ResearchPublishing#WeAreCambridge",0.9571,0.5193329397874853,6 ,336,57 
Mussa Ally,14-03-2023,"A celebrity in the tech world right now - ChatGPTAs it aims to automate repetitive tasks like a robot that can do housework, banks and other financial institutions can use it for customer service, financial calculations, and even stock market analysis.Without a doubt, artificial intelligence (AI) is the most advanced technology being developed today. Other AI language models, such as Chinchilla AI and Google Bard AI, are expected to be released in 2023. We should begin to consider how we can leverage these technologies to improve both the client experience and operational efficiency.",0.8313,0.4029761904761904,7 ,75,0
Bayo Akomolafe,14-03-2023,"I find what follows from the presupposition that ""artificial intelligences"" are 'artificial' - namely, the idea that humans have ""natural intelligence"" - to be more consequential, more interesting, than forecasts about an impending AI totalitarian takeover.There's a subtle ontological move crystallized in the attribution of 'artificiality': a subtlety that works as an apartheid system, which is now playing out in anxious efforts to reassert our dominance and exclusivity. ""Well, AI can mimic us, but it can't really do poetry."" ""ChatGPT can do essays, but it isn't wise."" ""Oh no, the livelihoods of artists and animators are threatened by the emergence of AI.""At some level, the panic is justified: deepfakes, quasi-sentient bots, and artistic algorithms effectively trouble 'our' vaunted place in the scheme of things. It's difficult to know what to do here, to know what to do with artificiality.  Perhaps one thing to do is to trouble the assumption of distance between the artificial and the natural.Maybe nature is unnatural. Maybe nature is artificial. Maybe artifice has a hidden life, the kind that the legendary animators of the Toy Story series transcribed to our delight...the kind theologians of panentheistic persuasions wax poetic about. Maybe this is an instance of excess, where something decidedly modern spills beyond it, becomes fugitive, and calls into question the corporeal forms we've adopted.Maybe we are all AI.Bayo Akomolafe",0.7551,0.6949275362318842,14 ,45,1 
Okezie Meretrix,14-03-2023,"The World Will Change SOON....GPT-4 which is 500 Times More powerful than the current#ChatGPTwill be Released next week.The current version of ChatGPT is built on GPT 3.5 with 175 Billion Machine Learning Parameters.But GPT-4 has 100 TRILLION ML PARAMETERS.GPT-4 will be able to process multiple types of data including Videos, Images, Sounds, Numbers etc.Very Soon, you will be able to use Artificial Intelligence to write a movie script, use AI to generate Actors for the movie, produce the movie and take it public without hiring Real Life actors.Very Soon,you will be able to write a fully illustrated 200 page book from scratch to finish in One day.The world will change soon....This is early stage SINGULARITY ....Humanity has stepped at the doors of the Singularity...The immigration platform I am building will include Artificial Intelligence functions.Wake up Africa - humanity is moving past us.Copied!#singularity#data#artificialintelligence#ai#hiring#machinelearning#building#change#stage#immigration#ml#africa#consistencytourwithjenniferochada",0.862,0.4779761904761904,21 ,21,0
Olivia Milton,14-03-2023,"I'm thrilled to announce our new product - Jason AI, a B2B sales assistant on Reply platform powered by ChatGPT.I personally believe that Jason will revolutionize sales and business development.  Today we are launching Jason AI on ProductHunt, and we need your support🙌Check it out here:https://lnkd.in/daBgxTJsHere is what Jason can do for you:🤖 Jason is powered by cutting-edge artificial intelligence and designed to take care of the most mundane, time-consuming tasks most SDRs have to deal with.💡 From generating unique emails to creating tailored sequences, Jason AI does all the heavy lifting for you. And with our 10k credits per month for free, you can use our database of 100M+ contacts to reach your target audience.👉 Head over to Product Hunt and show us some love by upvoting Jason AI. Don't forget to try our 14-day trial too!",0.97,0.5928374655647383,7 ,64,3 
S. Srinivasa Sivakumar,15-03-2023,"GPT-4 which is 500 Times More powerful than the current#ChatGPTwill be Released next week.The current version of#ChatGPTis built on GPT 3.5 with 175 Billion Machine Learning Parameters. But GPT-4 has 100 TRILLION ML PARAMETERS.GPT-4 will be able to process multiple types of data including Videos, Images, Sounds, Numbers etc. By next week, you will be able to use Artificial Intelligence to write a movie script, use AI to generate Actors for the movie, produce the movie and take it public without hiring Real Life actors. With GPT-4, you will be able to write a fully illustrated 200-page book from scratch to finish in One day.",0.7349,0.4284722222222222,4 ,21,0
