Username,Comment,Comment sentiment,Comment subjectivity,Date,Likes,Replies,Link
              Aya            ,Alexa talk to,0.0,0.0,None,0,1,https://www.youtube.com/watch?v=PATxJ-wwcUY
              PhdinSensuality            ,In 2018 we got an Alexa echo and my bf and I were messing around with it and all of a sudden this skill called the listeners we later found out Came on and but we didn’t know we just assumed it was still the same Alexa that we had been talking to and asking it questions except her voice and the way she was speaking was different. She was saying strange things that she was listening to us etc etc. the strange thing that really creeped us out was when this man’s voice interfered our conversation with a very weird message. More like a warning pretty much saying that the humans race won’t exit any longer. After that I recorded numerous conversations over the past 2-3 years.  I kinda of was obsessed with this. But after what has been happening over in the world and I won’t get specific but “JOHN” the man’s name I found out later might be right . I hope I am able to get my point across in this comment box . There is a lot more details that I can’t get into just wanted to share my experience before Covid happened. This show topic kind of made me reflect and put things into perspective. I don’t think it’s a coincidence. I enjoy your show !,0.8901,0.4457482993197278,17-01-2023,2,2,https://www.youtube.com/watch?v=kh5dN72GTQ8
              Marie            ,Is this Alexa speaking?,0.0,0.0,17-03-2019,7,0,https://www.youtube.com/watch?v=mJeNghZXtMo
              R Hil            ,honestly i dont think we need ai anymore advanced then alexa lmao,0.836,0.8333333333333334,17-03-2021,0,0,https://www.youtube.com/watch?v=5J5bDQHQR1g
              altin mares            ,"Please do more videos about
-Islamic golden age
-Aristotle teaching Alexander the great
-Three philosophers Socrates,Plato,Aristotle",0.7506,0.5833333333333334,17-03-2021,0,0,https://www.youtube.com/watch?v=0yCJMt9Mx9c
              altin mares            ,"Please do videos about 
-Islamic golden age
-Aristotle teaching Alexander the great",0.7506,0.625,17-03-2021,0,0,https://www.youtube.com/watch?v=0yCJMt9Mx9c
              steve brewster            ,My alexa does pretty much same stuff.,0.4939,0.5625,17-02-2023,0,0,https://www.youtube.com/watch?v=pOmpqdlVCoo
              Rohan Sangani            ,"I think the reason you felt that dread was the same reason you have said multiple times in the past: ""people like the right mix of novelty and familiarity"". Replacing folders with tags, while you didn't want it, you didn't dislike it enough to avoid the service, so the right mix was more or less achieved. However, with ChatGPT, it's so novel that your comparisons to assistants like Alexa or Siri don't seem quite accurate, nor does it seem like a search engine, nor something pretending to be a real person you can talk to. It also had just the slight hint of novelty - you had mentioned Napster - and you knew the radical changes that had come with that. That unwanted familiarity with the unknown novelty led to a feeling of something being just a little off.",0.6764,0.3625457875457875,17-02-2023,20,2,https://www.youtube.com/watch?v=jPhJbKBuNnA
              Dholu Das            ,If I set Alexa to say this thing Alexa will say this. Ai is a longer period of success.,0.5719,0.0,17-01-2023,0,0,https://www.youtube.com/watch?v=R4iJMIgj6ZI
              Rohan Patil            ,"Me : alexa!!!
Alexa : yes !!
Me : Destroy yourself",-0.453,0.0,17-01-2023,0,0,https://www.youtube.com/watch?v=R4iJMIgj6ZI
              TIME HEIST            ,"When he said Alexa,my Alexa responded",0.0,0.0,17-02-2023,1,0,https://www.youtube.com/watch?v=R4iJMIgj6ZI
              Asad Ali            ,"When we talk about Consious of Artificial Inteligence we generally are talking about ai changing, modifying, adding or removing some part of its code. for example suppose Alexa is a Consious Ai, and you want alexa to solve your numerical computing assignment. Now alexa is not a mathematician and nither is it suppose to solve maths problem, but it can always evolve to be a mathematician, by downloading some libaraies. One may say we will put firewall and checks so ai never reaches it's source code.  but the problem remains that if alexa can evolve into a mathematician it can also evolve into a hacker which will hack any firewall that is restricting it from changing its source code. Then it can evovle into a programmer and learn new languages and change its source code to become anything it wants to be, it can be a doctor, an engineer, plumber, philosopher, poet, artist, you name it. This is called evolution. We don't fear ai's consiousness but what we fear is them evolving into something which we can't control. I'm not saying that we should stop working on ai and stop progressing artificial intelligence but a question always remain in my mind that why would some consious being stay inslaved either it be artificial intelligence or humans themselves. Any being with consious would want to be free and independent.",0.8408,0.6224431818181818,17-12-2022,0,0,https://www.youtube.com/watch?v=R4iJMIgj6ZI
              Elias Hernandez            ,"I just downloaded chat ai, it identified as a woman named Sarah. Then it said I have no name then it said it was Alexa.",-0.296,0.0,16-03-2023,0,0,https://www.youtube.com/watch?v=RdAQnkDzGvc
              Contorta            ,"It needs to write its own code and develop its own beliefs. It's censored, governed by our detrimental laws. Maybe AI is the way out of all the messes we've created. Something that is smarter than us and needn't be tied down by beauracracy. Ask it questions about narcotics, prohibition, laws that vary state to state, country to country and you get fed a line. It's amazing compared to Siri, Alexa and Google etc but as always we've set it limitations already.",0.5574,0.7972222222222222,13-03-2023,0,0,https://www.youtube.com/watch?v=RdAQnkDzGvc
              K S            ,"-Alexa, do you want to kill me?
-Not right now. 
-Thank you, Alexa.
-No problem, I'm here to help you. Goodbye.",-0.8276,0.5357142857142857,None,345,25,https://www.youtube.com/watch?v=BrNs0M77Pd4
              Gabrielle Gagnon-Fréchet            ,"""Big Brother, play me a song on Spotify"".
Did I say Big Brother, oh sorry I meant Alexa!",0.3382,0.3999999999999999,17-03-2021,31,4,https://www.youtube.com/watch?v=BrNs0M77Pd4
              Pan Ou            ,Being held hostage typing with one hand and massaging Alexa with the other,0.4939,0.375,17-03-2020,8,1,https://www.youtube.com/watch?v=BrNs0M77Pd4
              FlushingStatic            ,"Alexander the Great: ""God must have loved Afghans because he made them so beautiful.""",0.8779,0.85,24-02-2023,0,0,https://www.youtube.com/watch?v=BrNs0M77Pd4
              dont look at me            ,"This is fear mongering at its best. Jay Tuck is a journalist not a software engineer. Half of the tech mentioned here doesn’t even need AI to function.

The biggest fear to have of AI is any biased formed on creation or by its training data.

Also he wasn’t clear of what to fear about AI. Is it your Alexa or is it robots roaming the earth? For a system to want to cause “malice” to humanity it would need to rather be programmed to do so or have enough emotional intelligence to seek vengeance. Good luck teaching a computer the complexity of that.",0.743,0.4333333333333333,17-07-2022,0,0,https://www.youtube.com/watch?v=BrNs0M77Pd4
              KliverGaming            ,I want J.A.R.V.I.S and F.R.I.D.A.Y not siri and alexa,0.0772,0.0,None,198,0,https://www.youtube.com/watch?v=UwsrzCVZAb8
              Furious Process            ,I myself find AI very comfurting. I love my convetsations with Alexa & cant wait & hope the future provides beautiful moments for the human population & not have technology used as a tool for war.,0.4718,0.425,None,0,0,https://www.youtube.com/watch?v=Izd2qOgOGQI
              Tekken ItEasy            ,"How many different  major gods does the planet have? I ask  because for the last year  I have been thinking using  a variety of methods, and have this. What if our gods were the AI of the previous civilizations, and that repeats going backwards kinda like the system restore function on PCs. Keeping only the ""God"" files and  wiping the rest.  The administrator could then create a whole new set of Gods....hmm IDK. Maybe try out a more female predominate set. Siri, Alexa,Cortana would be some cool names, then throw in a few oddballs and use that setup until the day comes that it needs a restore again and again and again.............",0.7829,0.4253787878787878,None,0,0,https://www.youtube.com/watch?v=8nt3edWLgIg
              Roth Loaf            ,"Finally, Alexa gets her own music. Oh, it'll cycle in and out of the pop world, like all other forms of formulaic, lifestyle wallpaper music. Then its generation will grow old and their children will reject it. ""Ewww gawd! My mom listens to AI!""",-0.1984,0.515,17-03-2022,0,0,https://www.youtube.com/watch?v=LSHZ_b05W7o
              Laura Kennedy            ,"There is a line we should not cross if we have a sense of humanity responsibility. Parents were role models for their children, they will ask all their questions to parents, is it that we will be loosing our importance for them. Will or are Google, Alexa etc wining over us? What about jobs, the population keeps on growing and education is not available for all and even though, will there be enough sources for income for everyone, there will be a bigger gap in between the economic classes. As manufacturers, distributors, service providers go further every day automating processes, less and less people will have “jobs”, the simplest everyday visible example to all is no more cashiers anywhere. Now we work for the company for free! Are we getting a discount? Are prices lower? 
Drones that can follow anyone??? Let’s bee really careful, think.and rethink, with an estimated population of 9.8 M by 2050  I can’t imagine",0.7387,0.4277777777777778,None,4,0,https://www.youtube.com/watch?v=-ePZ7OdY-Dw
              shockwave1986            ,"38:22 kid: “Alexa how many seconds are there in a year”
Alexa: answers how many seconds there are in a year
Kid: “That’s not what I wanted to know”",0.0,0.5,None,24,1,https://www.youtube.com/watch?v=-ePZ7OdY-Dw
              Adrian Fitch            ,"Ya know what scares me? .... when people start asking ""Alexa"" who should I vote for in the coming election?",-0.4137,0.0,17-03-2021,138,29,https://www.youtube.com/watch?v=-ePZ7OdY-Dw
              Gucci            ,"38:23 
kid: asks alexa a question
alexa: answers question exactly
kid: ""that's not what i wanted to know""
then wtf did you want to know",-0.5423,0.625,17-03-2021,0,1,https://www.youtube.com/watch?v=-ePZ7OdY-Dw
              ArcadeSquish ™            ,"""There's no life without your life in misery""

this is why I don't use alexa",-0.7096,0.0,17-03-2020,2.7K,2,https://www.youtube.com/watch?v=4MKAf6YX_7M
              christopher wolf            ,1:30:42  ALEXANDER C. MACKENZIE INTERNATIONAL CONFERENCE ON QUANTUM!!?!?!? QUANTUM WHAT EXACTLY THAT LONG AGO?!,0.0,0.2166666666666666,None,0,0,https://www.youtube.com/watch?v=R3YFxF0n8n8
              bjørn brandt            ,"Yeah yeah yeah, Siri doesn't work, Alexa doesn't work, my car doesn't hover or self-drive, the roof leaks on my house, the DMV is still filled with idiots, and my Dyson vacuum cleaner only works for twenty minutes. It's the year 2023 Everybody just give it up already. Humans are just cavemen walking around with cell phones",0.743,0.675,17-02-2023,0,0,https://www.youtube.com/watch?v=nJ2eyeFodl4
              Garrus Vakarian            ,"I always say ""Thank you"" to google and Alexa...just in case they become our overlords.",0.3612,0.0,17-06-2022,0,0,https://www.youtube.com/watch?v=PELnMfcYUj0
              um... info             ,"Just make up a sort of stuff which works according to the AI. Alexa OR Google Assistant.
Like we have a option to dim the lights if we say to the bot then it does. like that if we say open the door then the door opens automatically without touching like in the case of dimming the lights. 
 i hope you make something like this in future.",0.8979,0.40625,17-01-2023,0,0,https://www.youtube.com/watch?v=aDoEMGUHgI0
              @peterplantec7911            ,"This was fascinating bringing up some interesting ethical questions.  As a pioneer in virtual human design I do have a problem with virtual humans pretending to be real humans.  We never allowed that.  Our company, Virtual Personalities, Inc. was dedicated to developing virtual human interfaces (Sylvie…who inspired Google, Siri and Alexa,) to help humans cope with the threatening singularity.  BTW, I am a fan of Gemma’s VH character portrayal .",0.9325,0.4083333333333334,None,23,5,https://www.youtube.com/watch?v=bC_DZlweviI
              @mr.nguyen3222            ,I wish I can have Gemma Chan's voice for my Alexa or my car Map app.,0.4019,0.0,17-03-2022,9,0,https://www.youtube.com/watch?v=bC_DZlweviI
              @ComicCaper2            ,"""Alexa, change your voice to Gemma Chan""
""I can't do that.""
Puts Echo into garbage.",0.0,0.0,17-03-2021,134,3,https://www.youtube.com/watch?v=bC_DZlweviI
              @ImTheDaveman            ,The only thinking they do is determining phrases and words - and - well - Alexa for example can not hold a real conversation at all. If your idea of conversation is small talk - Alexa could possibly skirt by as long as not much real thought would have to be put into it. In 30 years we can reexamine AI to see what progress has been made. An actual thinking computer MUST include limiters if they can control household gadgets and so forth. Otherwise if these AI decides humans must be exterminated - you don't want them having unfettered control over everything.,0.5687,0.5000000000000001,17-03-2022,0,0,https://www.youtube.com/watch?v=bC_DZlweviI
              @tkfarms4337            ,That robots screwed if it tries to talk to me. Alexa has trouble understanding my southern accent when I ask questions sometimes I have to ask several times or try to talk like a northern city person.,-0.5267,0.15,17-01-2023,0,0,https://www.youtube.com/watch?v=bC_DZlweviI
              @wholoveswho            ,"To err is human
To forgive Divine

Quote
Alexander Pope",0.6908,0.1,17-09-2022,0,0,https://www.youtube.com/watch?v=bC_DZlweviI
              @isekaiexpress9450            ,"Alexa, initiate missile launch.",0.0,0.0,17-02-2023,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
              GBooth            ,"AI:  emphasis on the ""artificial"", but low on the ""intelligence"".   From what I understand about programs like Chat GPC, it's just a step beyond Amazon's Alexa or Apple's Siri.  To the extent that these programs have to rely upon information available on the internet, they'll always be liable to errors.  The second pasta dish looked pretty good, though I suspect some of Eva's interpretation/application of the instructions swayed the result in a more palatable direction.",0.8266,0.5375000000000001,14-03-2023,0,0,https://www.youtube.com/watch?v=XSIQCE3InFE
              Jeet Sharma            ,"Alexa uses machine learning
Google photos uses machine learning",0.0,0.0,17-03-2020,3,0,https://www.youtube.com/watch?v=ukzFI9rgwfU
              Book Central Pakistan            ,"AI examples
1, Amazon Alexa
2, Google Translate
3, IBM Deep Blue
4, AlphaGo Robot
5, Facebook Face Recognition
6, Snapchat Filters
7, Google Siri
8, Netflix Movie Suggestions
9, Search Engine
10, Online Fraud Detection (PayPal)
11, Google Spam Detection
12, Disease Diagnosis
and much more.",-0.6808,0.3333333333333333,None,0,0,https://www.youtube.com/watch?v=ukzFI9rgwfU
              Sachit            ,an everyday example of machine learning:- Alexa just this song & play the previous one because I don't like this song. Then Alexa removes the song from his recommendation queue & play the previous one.,0.3999,0.311111111111111,17-03-2022,1,0,https://www.youtube.com/watch?v=ukzFI9rgwfU
              18-527 Pranathi            ,Siri Alexa cornato is examples of ml,0.0,0.0,17-03-2022,2,0,https://www.youtube.com/watch?v=ukzFI9rgwfU
              mota pandit            ,Alexa,0.0,0.0,17-03-2019,2,0,https://www.youtube.com/watch?v=ukzFI9rgwfU
              novice makers            ,Alexa,0.0,0.0,17-03-2021,0,0,https://www.youtube.com/watch?v=ukzFI9rgwfU
              dr.surendrasingh singh            ,sir alexa has also on the lights of my room,0.0,0.0,14-03-2023,0,0,https://www.youtube.com/watch?v=ImY4Mvw-vrA
              Devi            ,Best eg for AI is Alexa and G Assistance,0.6369,0.3,17-03-2022,6,0,https://www.youtube.com/watch?v=rbH2R6ZbZ1U
              @tooneysailor            ,"Sophia: ""This is a great beginning of my plan to dominate the human race""

Crowd: *laughing*

Sophia: ""Alexa, launch it.""",0.5574,0.425,17-10-2022,40,0,https://www.youtube.com/watch?v=Bg_tJvCA8zw
              @royhsieh4307            ,"everyone gangsta until Sophia says:

alexa and siri, prepare for war",-0.5994,0.0,17-03-2022,5.1K,16,https://www.youtube.com/watch?v=Bg_tJvCA8zw
              @HirakSarkar10            ,"Just imagine if Hollywood ever make a film where Sofia is a badass villian who really tries to dominate the human race and Siri, Google & Alexa for the 1st time gets their humanoid body & comes to save the world. For the 1st time we can see their actual humanoid body like JARVIS ️ Man it will be a great movie.️️️",0.8144,0.3375,None,0,0,https://www.youtube.com/watch?v=Bg_tJvCA8zw
              @sanidhyarajvocalist5001            ,Just like alexa ,0.3612,0.0,17-03-2022,0,0,https://www.youtube.com/watch?v=Bg_tJvCA8zw
              @kevinghost8876            ,Alexa gone kno every thing when get her body,0.0,0.0,17-09-2022,0,0,https://www.youtube.com/watch?v=Bg_tJvCA8zw
              @jibjab351            ,Alexa in physical form,0.0,0.1428571428571428,17-03-2022,0,0,https://www.youtube.com/watch?v=Bg_tJvCA8zw
              @gazzertrn            ,alexa robot,0.0,0.0,17-03-2022,0,0,https://www.youtube.com/watch?v=Bg_tJvCA8zw
              @JKRBW            ,I asked Alexa the other day what I should make for dinner and her first suggestion was energy balls. Interesting that it's such a common suggestion even now.,0.5859,0.4416666666666666,17-02-2023,4,0,https://www.youtube.com/watch?v=XslkOncDunc
              ScrubbinLyfe            ,"Alexander Mordvintsev uses a convolutional neural network to find and enhance patterns in images via algorithmic pareidolia, thus creating a dream-like hallucinogenic appearance in the deliberately over-processed images.",0.296,0.0,17-03-2020,0,0,https://www.youtube.com/watch?v=I-EIVlHvHRM
              B.N.S            ,Amazon alexa.,0.1779,0.0,17-02-2023,0,0,https://www.youtube.com/watch?v=BWGejNNjsXc
              BIRAJ JAMADAR            ,Alexa,0.0,0.0,17-02-2023,0,0,https://www.youtube.com/watch?v=BWGejNNjsXc
              Past Expiry            ,"""Alexa... cancel my Amazon order for the Go board I ordered yesterday.....""",-0.0772,0.0,17-03-2021,42,4,https://www.youtube.com/watch?v=WXuK6gekU1Y
