Username,Comment,Comment sentiment,Comment subjectivity,Date,Likes,Replies,Link
              Robotic Workers            ,"THOUGHT EXPERIMENT: If my (non-artist) mom’s pet hamster fell onto her computer’s keyboard and accidentally prompted MidJourney, and this led Midjourney to create an artistic image

would that

A) Make the hamster an artist?
B) Or my mom the artist?
C) Or neither?

Midjourney can actually generate images based on one word or “non-word” prompts. or “by accident.” 

I don’t think it’s fair for someone to use raw Midjourney output, post it on a gallery somewhere (as they often do) and consider it their own art. It’s simply not their own art. 

Not unless they creative iterative art using a model trained on either 

1. open sourced content 
2. commons content 
3. their own artwork.
4. licensed art

Artists should be compensated for the use of their art in the training of these generative art models.

Including the ones whose art was used to train Midjourney.

without the work of recent and of living artists, character designers, UX designers, product designers, fashion illustrators, amazing comic artists, etc. and all of the real artists on art station, MidJourney would NOT have that “mid-journey look”…and would look more like DALL.E or a retro image generator.",0.7735,0.6512454212454214,17-01-2023,1,2,https://www.youtube.com/watch?v=SVcsDDABEkM
              Muaz            ,"Dall E is pretty good, tho I like midjourney better",0.8885,0.7000000000000001,17-10-2022,0,0,https://www.youtube.com/watch?v=SVcsDDABEkM
              Derill            ,Midjourney was great but the free trial is a big no no. I hope it become freemium in the future,0.7391,0.44375,17-08-2022,0,0,https://www.youtube.com/watch?v=SVcsDDABEkM
              WasteLand            ,i just discovered Midjourney and Dalle-E and I'm kinda addicted now,0.0,0.6,17-01-2023,0,0,https://www.youtube.com/watch?v=SVcsDDABEkM
              Maple38            ,"5:19 sorta true, but to be honest DALLE is like the worst for art. Stable Diffusion, Midjourney (especially this), and NovelAI all have way better art results. DALLE is more for photorealistic images.",0.8574,0.7583333333333333,17-01-2023,0,0,https://www.youtube.com/watch?v=aDoEMGUHgI0
              Geeze            ,Better use midjourney.,0.4404,0.5,17-02-2023,0,1,https://www.youtube.com/watch?v=EBLVAMuaAwA
              @tmhchacham            ,"Nice video.I like this style!

Btw, midjourney v bluewillow. Any comments?",0.68,1.0,09-03-2023,0,1,https://www.youtube.com/watch?v=w5EZCkwJcus
              @capital5901            ,midjourney is dope,0.0,0.0,17-02-2023,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
              @Illllllllll            ,Midjourney ,0.0,0.0,17-02-2023,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
              Ilavenya            ,Midjourney had a beta for a new model recently that might blow Dalle-2 away once they finalize it. Keep an eye on it Károly!,0.0,0.3522727272727273,17-09-2022,4,7,https://www.youtube.com/watch?v=ICQIx_C8mHo
              K4T85            ,"AI is amazing. I use Midjourney too BUT truly,the real art will never be replaced by it. It's the strokes of 5he paint on the canvas and the thought of things being ""handmade"".",0.34,0.6000000000000001,17-11-2022,1,0,https://www.youtube.com/watch?v=704brywiyfw
              cwagular            ,"As an artist and a programmer, here is my large pile of thoughts about this:

I have mixed feelings about this as many of you also probably do. It will certainly disrupt the commercial art industry and my heart goes out to the freelancers that will be affected by this. Perhaps sites like Pinterest should also be considering how these algorithms can disrupt mood-boards etc. 

But if you first use the tool, you will realize that many of the colors, textures and design elements that the algorithms add to your images are selected from the data it is trained on without much of your own intention or context. The algorithms by default start with literal random noise and builds the image from there. You can of course add your own images and refine the prompt details, making your results more and more specific to get to the final render you want. What do we call this process? 

To get something decent from this, you still need intention, decent taste, a discerning eye, perhaps some comedic or poetic intuition as well when coming up with the prompts. (You will also find that as you add more and more details to your prompts, the results may start to break down. Maybe this is something that will improve over time, or maybe I myself am not skilled enough at prompt generation to avoid these pitfalls)

You create these images based on data made from the hard work of countless artists before. IP and legal stuff will certainly be an interesting question with these algorithms….

Would I say that images created by this tool were created by me? Not personally. I would say that I came up with the prompt idea, and guided the AI tool to arrive at a result that I wanted. It feels somewhat collaborative. It does certainly bother me when people take raw images from these tools and say “look what I made!”. The AI fills in too many design decisions for me to ever feel comfortable saying that I made those choices, unless I happened to make the prompt specific enough to do so. Some other artists have made those design choices already, and ideally these algorithms would give them some credit. 

My point is, good design is purposeful and design decisions should be made with actual purpose/intention, contextualized by the needs of your project. Examples: this character needs five feathers on their wing because it is symbolic for something, or this new smartphone needs to be in this shape for this very specific usability reason, etc.

The random search of these algorithms may get lucky and arrive at an image that will exactly satisfy your needs, especially if your needs are not very specific. For an actual commercial project like a game, movie, product design etc., more often many of the images produced by this tool are not good enough for a final render. 

This tool is good for brainstorming ideas, providing bottomless inspiration for design elements, and also can be a great source of material for digitally inclined creatives. I have seen artists generate several of these images and take elements from each, Photoshopping elements of them together into a purposeful and meaningful digital collage piece of sorts. 3D artists can use it to make textures for their games or renders. It significantly lowers the barrier to creation, and will no doubt disrupt the industry. I even have a friend who uses it in their DnD group to make backgrounds for their games. 

The value of a digital image will be reassessed under these conditions; perhaps more emphasis will be placed on the poetry or ideas behind these synthetic images. Not to mention that these AI cannot create a physical painting. They cannot create a physical piece of pottery made by hand and burned in a kiln for three days of of the coast of some distant island in Japan. When a robot makes its own conscious decision to travel to some far off land to paint the sunset off the shore and comes back with masterpiece that embodies its own experience with love, nostalgia, and heartbreak, maybe that will be the day that artists of all mediums should be afraid. Until then, these algorithms are just tools

Perhaps there will also be value on art created without the use of AI, 100% human organic wholesale kind of thing. I would not be surprised if there was a backlash to using AI tools in some sectors, especially as we are saturated with more and more of these synthetic images. Maybe there will also be emphasis on the process people use to get their results, for example those painters that record videos of themselves painting are a work of art in and of themselves.

Further disruptive technologies powered by AI are certain to come; videos, music etc can also be generated by AI. But again, the algorithms still require a human to come up with the idea (driven by a creative impulse, design need, etc), refine the result through several iterations, doctor the results (perhaps some post processing, not to mention fixing the terrifying faces these early algorithms create). It is not replacing humans quite yet. 

The real danger lies in how the commercial industry will use this stuff. We already live in a world where many “creative” decisions are made simply to get the most money, and not necessarily to create the most original or thought provoking pieces of work. I am worried that these algorithms will exacerbate problems we are seeing in an already stilted media industry, where pop culture already feels rehashed and derivative. It sounds incredibly boring to live in a world where synthetic images are created from datasets of rehashed synthetic images. But that is also why these algorithms cannot replace the human aspect. 

These algorithms can recombine data in ways that can even be considered creative by some definitions, but they simply cannot incorporate new lived experience. The works made by them are by definition derivative. Additionally, the images you are allowed to create will be limited by the prompts you are allowed to use, dictated by the companies that own the tools. If you have used DALLE-2 or Midjourney, you will realize that they are both especially strict to prevent legal issues on their end. In that sense, when you are using these algorithms, your creativity is still pretty bounded. 

Humans will by virtue of living will always have new data and experiences available to them, and that is where the freshest, rawest material comes from in my opinion. That “you couldn’t make this stuff up” moment when someone is telling a story. 

Don’t stay inside looking at a screen all day, live life to the fullest (and perhaps I should take my own advice, ha). Go outside, fall in love with something or someone, then lose it all and do it again. Live your life, acquire new experiences, write about them, make creative projects that reflect what you have learned. Don’t compare yourself to other humans or AI algorithms. Authentic experiences are by definition irreplacable.",0.9987,0.5163529149757963,17-08-2022,646,47,https://www.youtube.com/watch?v=704brywiyfw
              DarkBoss            ,"Can I just say that this was incredibly interesting. I tried out midjourney after and played around with it for a while, and it made me feel pretty scared.",0.6901,0.75,17-01-2023,5,0,https://www.youtube.com/watch?v=704brywiyfw
              tosvus            ,"People need to keep in mind that unless you utilize a lot of the options, and write very detailed prompts, your stuff will look like what a lot of other people put out. I have friends who put out art covers for music and I give them crap (in a friendly way) every time I see they use midjourney. It is VERY apparent to me after using it for only a few days that they are using that tool.",0.7351,0.6007142857142858,None,1,1,https://www.youtube.com/watch?v=704brywiyfw
              L G            ,"It’s crazy how technology is evolving. In some ways scary, and intriguing at the same time. What if future ai software combines a 3D printer, which has a robotic hand that can hold a paintbrush, and paint a real painting on a canvas, with the same brush strokes created by a human hand. Using prompts typed in MIDJourney. The future has arrived!",0.4753,0.3399999999999999,None,0,0,https://www.youtube.com/watch?v=704brywiyfw
              Rubix Games            ,"as much as I know it would only take jobs and annoy people, i really do want a 3d version of midjourney.... my game dev workflow would be sped up by 100% because I keep getting stuck on 3d modeling. Although, there are PEOPLE who do this.",-0.5141,0.4499999999999999,17-01-2023,0,0,https://www.youtube.com/watch?v=704brywiyfw
              Mark Elliot            ,"After watching the 'creation feed' on MidJourney, I see mind-boggling creations...If someone would use this for client work, I would think it might be disastrous if the client wanted a specific change or variation.....",-0.4215,0.6416666666666667,17-01-2023,0,0,https://www.youtube.com/watch?v=704brywiyfw
              Liam Rappaport            ,"Unfortunately, it doesn't look like Midjourney understands what it means for a grizzly bear to roast marshmallows. I had hoped AI would greatly simplify the creation of my future Christmas cards, but I guess I'll have to keep doing them the old fashioned way for now.",0.0585,0.51875,17-01-2023,0,0,https://www.youtube.com/watch?v=704brywiyfw
              Michelle            ,"Honestly, I'm very worried about this. Something like Photoshop is in an entirely different league. Sure, it can mask some errors and make a photo look nicer... but that still requires a talented human artist to see what's wrong and to improve it, with the skills they've built up along the way. 

Midjourney takes that away entirely. You simply enter a little command and it just makes it right there and then, instantly devaluing art. Decades of experience and training, all for nothing, because a program can generate it all in a manner of seconds. Sure, it's not perfect yet, but this is literally only the first version. It won't take long before you can talk to it like an actual artist, taking your feedback, improving it, all for essentially free. 

The tech is incredible, yes. But I'd prefer it if it never existed.",0.9663,0.6208228905597327,17-08-2022,74,7,https://www.youtube.com/watch?v=704brywiyfw
              high-end-utot            ,midjourney is by far the best out there,0.6369,0.65,17-01-2023,0,0,https://www.youtube.com/watch?v=704brywiyfw
