Username,Date,Post,Post sentiment,Post subjectivity,Comments,Reactions,Reposts
Dr. Volker Meise,15-03-2023,"""Disruptive"", ""insane"", ""mindblowing"" - immer, wenn neue Technologie so beschrieben wird, bin ich skeptisch. Nicht so bei#GTP-4 , der neuen Version des KI-Modells u.a. hinter#ChatGPT- denn die Auswirkungen sind kaum zu überschätzen. Hier die wichtigsten Fakten, warum.💪 Mehr Parameter: GPT-4 kann noch mehr Daten verarbeiten und komplexere Texte generieren als GPT-3, denn GPT-4 hat 170 Billionen Parameter im Vergleich zu 175 Milliarden von GPT-3.💪 Größere Trainingsmenge: GPT-4 wurde mit 45 GB Trainingsdaten angelernt, während bei GPT-3 nur 17 GB verwendet wurden. Dadurch hat GPT-4 hat mehr Wissen, versteht Kontext besser und macht weniger Fehler.💪 Bilder als Input: GPT-4 akzeptiert Bilder als Eingabe, versteht deren Inhalt und kann daraus Beschriftungen, Klassifizierungen und Analysen erzeugen (""multimodal"").Insgesamt ist GPT-4 in der Lage, Texte mit größerer Kohärenz und Natürlichkeit zu erzeugen als GPT-3. Es kann Aufgaben erledigen, die Textverständnis und Zusammenhänge erfordern - wie z.B. Zusammenfassungen. Und das war schon beim alten ChatGPT beeindruckend zu erleben.Die Auswirkungen werden weitreichend sein:⭐ Beratung und Forschung reloaded: Schon jetzt ist GPT-4 beeindruckend gut darin, komplexe Zusammenhänge zu verstehen und neu zu sortieren, etwa die Zusammensetzung von Medikamenten zu erkennen und Alternativen vorzuschlagen. Wird es mit Spezialdaten trainiert (bspw. allen wissenschaftlichen Artikeln eines Fachgebietes), können in kürzester Zeit Analysen erstellt werden, die früher aufgrund des Aufwands sehr lange gedauert haben oder gar nicht erst in Angriff genommen wurden.⭐ Call-Center werden den Weg der Zeitungen gehen: Sie werden komplett digital oder zur Nische, denn die Mensch-Maschine Kommunikation springt auf ein neues Level. Bisher musste man bei Chatbots mögliche Antworten der Nutzer:innen voraussehen, um sinnvolle Antworten bereitzuhalten. GPT-4 versteht auch komplexe Fragen und erzeugt realistische Antworten - die dann als Text oder (KI-generiert) in natürlicher Sprache ausgegeben werden.⭐ Wir werden unseren Augen nicht mehr trauen können: KI-basierte Dienste wie DALL-E, Midjourney oder Stable Diffusion sind bereits jetzt extrem gut in der Erzeugung von realistischen Fotos auf der Basis von Textbeschreibungen. Mit realen Fotos trainiert, können neue Bilder einer Person mit beliebigen Gesichtsausdrücken in frei wählbarer Umgebung generiert werden. Kleiner Nebeneffekt: Stockfoto-Portale werden überflüssig.⭐ Alte Fähigkeiten werden wertlos, neue Fertigkeiten sind gefragt: Einfache Texte schreiben oder simplen Programmcode erstellen? Das kann die Maschine ab jetzt besser und schneller. In Zukunft braucht es Fähigkeiten, die KI-Tools so zu steuern, dass das gewünschte Ergebnis herauskommt (""prompt engineering"").Kurz: ""Mindblowing"". Und ich bin mir sicher, dass noch längst nicht alles ist. Da kommt noch mehr.https://lnkd.in/emttWY-J#GPT4#ChatGPT#KI#AI#Disruption#digitaleTransformation",-0.9904,0.5,0,0,0
Julio Pessan,15-03-2023,"GPT-4 has arrived and it’s about to take GPT to a new levelOpenAI launches GPT-4, capable of analyzing images and mimicking human speechGPT-4 can describe images in response to written commands, offering advanced reasoning capabilitiesMicrosoft's Bing AI chatbot has been using GPT-4Concerns over job competition and online content accuracy arise with GPT-4's releaseImage-description feature was delayed due to abuse concerns; only text is available nowGPT-4 has limitations, such as hallucinating nonsense, perpetuating biases, and offering bad adviceMicrosoft invests billions in OpenAI, hoping to integrate the technology into its productsRapid AI advances fuel a multibillion-dollar race for AI dominanceOpenAI and Microsoft compete with Google and other AI pioneers in the industryGPT-4 can handle over 25,000 words of text, facilitating longer conversations and document analysisDuolingo has already used GPT-4 to introduce new features, such as an AI conversation partnerLack of disclosures on bias evaluations, data sets, and training methods criticized by AI researchersGPT-4 faces competition from DeepMind's Gato and Google's PaLM-E in the multisensory AI fieldDespite unreliability, GPT-4's ease of use offers massive economic potentialOpenAI has evolved over time, creating high-profile AI tools like ChatGPT, GitHub Copilot, and DALL-E 2GPT-4 may improve on shortcomings, but critics worry about potential negative consequencesMicrosoft plans to package GPT-4 into sellable products, marketing it as a super-efficient companion.Yes, this is a game changer in our business.GPT-4 API waitlisthttps://lnkd.in/eBqESkM4#marketing#ai#business#technology#content#training#job#data#google#microsoft#like#github#dollar",-0.9109,0.4903198653198653,0,0,0
Rudolf X Ruter,15-03-2023,"DALL-E of the DayHeute habe ich#DALLEgebeten,ein Ölgemälde im Stile von Gerhard Richter über eine 10 köpfige#Aufsichtsratssitzungin einem alt ehrwürdigen holzgetäfelten Konferenzzimmermit seiner künstlichen Intelligenz zu erstellenwie gefällt es Ihnen?wie wirkt sich diese#KIfür die#Kunstin der#Zukunftaus?Über den „Der Beitrag des Aufsichtsrat zur Zukunftssicherung seines Unternehmens –diskutieren wir morgen, Donnerstag um 17 Uhr - sind Sie auch dabei?#28 Video / Livestream / Podcast für Aufsichtsräte vonDirectors Academymit Professor DrWerner Gleißnerhttps://lnkd.in/ebXikcmyLiebe GrüßeRudolf X Ruter",0.0,0.0,0,0,0
Podcastle,15-03-2023,"Surprising, delightful and alarming - that's how our CEO and founderArto YeritsyanYeritysan describes the public response to generative AI tools like ChatGPT and DALL-E. Head over to AiThority's website for his take on the inevitable changes that generative AI is bringing. 🙌#ai#generativeai#ailearning#podcastle",0.7845,0.6333333333333334,0,0,0
Adam Jenkins,15-03-2023,"I cant wait to see what new things we can learn from this...On Tuesday, OpenAI pulled back the curtain on GPT-4, the followup to the AI tool that powers its popular ChatGPT chatbot and Dall-E image-generation software.",0.4215,0.4515151515151515,0,0,0
Claudio Mendoza,15-03-2023,"¿Cómo será (nombre de la ciudad) de Chile en 2100 ante el impacto del cambio climático? fue la pregunta que expertos de Ingeniería UC le hicieron a la plataforma llamada DALL-E, la cual es capaz de convertir cualquier texto en imágenes por raro o extravagante que suene.#chile",0.0,0.0,0,0,0
Tim Waldron,15-03-2023,"Does anyone know good artificial intelligence layouting / Ui tools?I am thinking about simplifying my workflow with Ai and I am trying to figure out what might work. DALL-E has been a good proof of concept, but it doesn't seem to really be up for the task.I'm sure there are some tools out there, that are more specialized for 2D layouting. So I'd appreciate some good advice.#artificialintelligence#work#ai#ui",0.9405,0.6269841269841271,0,0,0
Abdul Hameed,15-03-2023,"Asked Dall-E -2 for a futuristic jet design, after a lot of designs found one of the AI generated design interesting, I was actually interested in this bcoz i was searching for propulsion mechanism of it. Anyone any guesses how is AI generated aircraft propelled. Any one interested to make comments, feel free open for discussion on this tech. Dall-E 2 just created one view of this aircraft, so don't ask me for other views 😂. i don't have them 😅  Any creativity to this design pls add.#AIgenerativeaircraft design.",0.936,0.5291666666666667,0,0,0
Samrat Kulkarni,15-03-2023,"With everyone now getting their hands on the enhanced ChatGPT, powered by GPT-4 (yay!) just wanted to throw out an important caution (hopefully helpful,) as you engage with ""it.""Be careful sending proprietary information during your 'prompt engineering', unless you want your proprietary information showing up as a ChatGPT response to your competitors!Thankfully, OpenAI is open about this with an option to explicitly opt out:""When you use our non-API consumer services ChatGPT or DALL-E, we may use the data you provide us to improve our models.""https://lnkd.in/esp2h_SnHappy Chatting.#data#engineering#ai#aiforbusiness",0.8217,0.8333333333333334,0,4,0
The Technology Express,15-03-2023,"Google has announced a suite of upcoming generative AI features for its various Workspace apps, including Google Docs, Gmail, Sheets, and Slides. The features include new ways to generate, summarize, and brainstorm text with AI in Google Docs (similar to how many people use OpenAI’s ChatGPT), the option to generate full emails in Gmail based on users’ brief bullet points, and the ability to produce AI imagery, audio, and video to illustrate presentations in Slides (similar to features in both Microsoft Designer, powered by OpenAI’s DALL-E, and Canva, powered by Stable Diffusion).#technologyexp#technology#technews#tech#technologyexpress#news#techgeek#geek#magazine#techmagazine#research#TTE#Google#AI",0.5423,0.4482683982683982,0,0,0
Daniel ABIB,15-03-2023,"This post demonstrates how to integrate AWS serverless services with artificial intelligence (AI) technologies, ChatGPT, and DALL-E.This full stack event-driven application showcases a method of generating unique bedtime stories for children by using predetermined characters and scenes as a prompt for ChatGPT.#AWS#AWSBlog#Serverless#Cloud#CloudComputing#AmazonWebServices",0.4767,0.85,0,60,6 
Lee Clark,15-03-2023,"Stop everything you're doing and check out this amazing new blog post and open source project! 🤩 If you're a fan of ChatGPT, DALL-E, and event-driven serverless applications, you won't want to miss this. Not only is it super fun, but it's also perfect for kids too! 👨‍👩‍👧‍👦 Don't wait, head over now to read more and get access to the source code. Trust me, you won't regret it! ❤️",0.9678,0.6526515151515151,0,0,0
Melinda Pratt,15-03-2023,"Last week a group of first year preservice teachers visited @qagoma’s ‘Superpowered’ exhibit to learn how to foster early learning environments.They will combine this knowledge with digital real-world simulations and AI tools like#ChatGPT, RiPPLE and DALL-E 2 through class activities.Early Years Pedagogy and Curriculum course (EDUC1760) was designed with creativity and curiosity at its core, to help grow the pre-service teachers’ 21st Century competencies.Read more 👉https://lnkd.in/g_j8bxtU#UniofQld#UQHASS",0.6486,0.1999999999999999,0,0,0
Dr. Andree Bates,15-03-2023,"A recent study, scheduled to be presented at an upcoming computer vision conference, demonstrates that#AIcan read#brainscansand re-create largely realistic versions of images a person has seen.As this technology develops, researchers say, it could have numerous applications, from exploring how various animal species perceive the world to perhaps one day recording human dreams and aiding communication in people with paralysis.Many labs have used AI to read brain scans and re-create images a subject has recently seen, such as human faces and photos of landscapes. The new study marks the first time an AI algorithm called Stable Diffusion, developed by a German group and publicly released in 2022, has been used to do this. Stable Diffusion is similar to other text-to-image “generative” AIs such as DALL-E 2 and Midjourney, which produce new images from text prompts after being trained on billions of images associated with text descriptions.Unlike previous efforts using AI algorithms to decipher brain scans, which had to be trained on large data sets, Stable Diffusion was able to get more out of less training for each participant by incorporating photo captions into the algorithm. It’s a novel approach that incorporates textual and visual information to “decipher the brain,” says Ariel Goldstein, a cognitive neuroscientist at Princeton University who was not involved with the work.",0.891,0.3140692640692641,0,0,0
Francois Pelletier,15-03-2023,"Quand on parle de données de santé et vie privée, je suis convaincuqu'on doit prendre un autre chemin que la Big Tech et la centralisation de notre être numérique.Peut-être que tu crois que j'y vais un peu fort quand je m'y prend à la culture de la Silicon Valley. Je n'aime pas la direction que ça prend.La technologie, elle, est souvent tout à fait au point, mais elle devrait être entre nos mains, pas les leurs.Tout comme on apprend à gérer notre propre monde physique, notre cocon, notre chez-soi, on doit aussi reprendre le contrôle de nos données à la fois comme citoyen, employé et patient.Et comme prestataire de services, comme professionnel·le, tu devras leur offrir les outils pour leur permettre, sans être toi-même un geek à barniques.C'est un travail d'équipe. Les technologies existent déjà, mais souvent, on oublie de répondre aux préoccupations d'un secteur d'activité qui peine à garder la tête hors de l'eau, la santé. Pour bien sécuriser les données, il faut penser avant à bien les structurer.J'ai développé une expertise en intégration de données et en cybersécurité dans les dernières années, et maintenant, je vais les mettre ensemble. Dans les prochaines semaines, j'ai du nouveau qui se prépare. Une série de contenus, peut-être même sur de nouveaux formats 😅 , pour te faire découvrir cette combinaison unique d'expertises.Mais, t'inquiète pas, je serai toujours ton grinch des données 😈#technologie#santé#données#vieprivee#confidentielImage générée avec Dall-E",-0.3182,0.55,1 ,3,0
Dr. Volker Meise,15-03-2023,"""Disruptive"", ""insane"", ""mindblowing"" - immer, wenn neue Technologie so beschrieben wird, bin ich skeptisch. Nicht so bei#GTP-4 , der neuen Version des KI-Modells u.a. hinter#ChatGPT- denn die Auswirkungen sind kaum zu überschätzen. Hier die wichtigsten Fakten, warum.💪 Mehr Parameter: GPT-4 kann noch mehr Daten verarbeiten und komplexere Texte generieren als GPT-3, denn GPT-4 hat 170 Billionen Parameter im Vergleich zu 175 Milliarden von GPT-3.💪 Größere Trainingsmenge: GPT-4 wurde mit 45 GB Trainingsdaten angelernt, während bei GPT-3 nur 17 GB verwendet wurden. Dadurch hat GPT-4 hat mehr Wissen, versteht Kontext besser und macht weniger Fehler.💪 Bilder als Input: GPT-4 akzeptiert Bilder als Eingabe, versteht deren Inhalt und kann daraus Beschriftungen, Klassifizierungen und Analysen erzeugen (""multimodal"").Insgesamt ist GPT-4 in der Lage, Texte mit größerer Kohärenz und Natürlichkeit zu erzeugen als GPT-3. Es kann Aufgaben erledigen, die Textverständnis und Zusammenhänge erfordern - wie z.B. Zusammenfassungen. Und das war schon beim alten ChatGPT beeindruckend zu erleben.Die Auswirkungen werden weitreichend sein:⭐ Beratung und Forschung reloaded: Schon jetzt ist GPT-4 beeindruckend gut darin, komplexe Zusammenhänge zu verstehen und neu zu sortieren, etwa die Zusammensetzung von Medikamenten zu erkennen und Alternativen vorzuschlagen. Wird es mit Spezialdaten trainiert (bspw. allen wissenschaftlichen Artikeln eines Fachgebietes), können in kürzester Zeit Analysen erstellt werden, die früher aufgrund des Aufwands sehr lange gedauert haben oder gar nicht erst in Angriff genommen wurden.⭐ Call-Center werden den Weg der Zeitungen gehen: Sie werden komplett digital oder zur Nische, denn die Mensch-Maschine Kommunikation springt auf ein neues Level. Bisher musste man bei Chatbots mögliche Antworten der Nutzer:innen voraussehen, um sinnvolle Antworten bereitzuhalten. GPT-4 versteht auch komplexe Fragen und erzeugt realistische Antworten - die dann als Text oder (KI-generiert) in natürlicher Sprache ausgegeben werden.⭐ Wir werden unseren Augen nicht mehr trauen können: KI-basierte Dienste wie DALL-E, Midjourney oder Stable Diffusion sind bereits jetzt extrem gut in der Erzeugung von realistischen Fotos auf der Basis von Textbeschreibungen. Mit realen Fotos trainiert, können neue Bilder einer Person mit beliebigen Gesichtsausdrücken in frei wählbarer Umgebung generiert werden. Kleiner Nebeneffekt: Stockfoto-Portale werden überflüssig.⭐ Alte Fähigkeiten werden wertlos, neue Fertigkeiten sind gefragt: Einfache Texte schreiben oder simplen Programmcode erstellen? Das kann die Maschine ab jetzt besser und schneller. In Zukunft braucht es Fähigkeiten, die KI-Tools so zu steuern, dass das gewünschte Ergebnis herauskommt (""prompt engineering"").Kurz: ""Mindblowing"". Und ich bin mir sicher, dass noch längst nicht alles ist. Da kommt noch mehr.https://lnkd.in/emttWY-J#GPT4#ChatGPT#KI#AI#Disruption#digitaleTransformation",-0.9904,0.5,4 ,3,0
Julio Pessan,15-03-2023,"GPT-4 has arrived and it’s about to take GPT to a new levelOpenAI launches GPT-4, capable of analyzing images and mimicking human speechGPT-4 can describe images in response to written commands, offering advanced reasoning capabilitiesMicrosoft's Bing AI chatbot has been using GPT-4Concerns over job competition and online content accuracy arise with GPT-4's releaseImage-description feature was delayed due to abuse concerns; only text is available nowGPT-4 has limitations, such as hallucinating nonsense, perpetuating biases, and offering bad adviceMicrosoft invests billions in OpenAI, hoping to integrate the technology into its productsRapid AI advances fuel a multibillion-dollar race for AI dominanceOpenAI and Microsoft compete with Google and other AI pioneers in the industryGPT-4 can handle over 25,000 words of text, facilitating longer conversations and document analysisDuolingo has already used GPT-4 to introduce new features, such as an AI conversation partnerLack of disclosures on bias evaluations, data sets, and training methods criticized by AI researchersGPT-4 faces competition from DeepMind's Gato and Google's PaLM-E in the multisensory AI fieldDespite unreliability, GPT-4's ease of use offers massive economic potentialOpenAI has evolved over time, creating high-profile AI tools like ChatGPT, GitHub Copilot, and DALL-E 2GPT-4 may improve on shortcomings, but critics worry about potential negative consequencesMicrosoft plans to package GPT-4 into sellable products, marketing it as a super-efficient companion.Yes, this is a game changer in our business.GPT-4 API waitlisthttps://lnkd.in/eBqESkM4#marketing#ai#business#technology#content#training#job#data#google#microsoft#like#github#dollar",-0.9109,0.4903198653198653,0,0,0
Jason Mirabel,15-03-2023,"Microsoft Designer un mélange de Dall-e et Canva ? 🤔L’outil de création graphique propulsé par l’intelligence artificielle de Microsoft est désormais accessible.Pour l’heure, Microsoft Designer n’est disponible qu’en preview et n’intègre pas encore toutes les fonctionnalités.La promesse ? pas de compétences en design requis pour créer des visuels.La grosse nouveauté de Designer c’est l’outil copilote qui permet de générer des designs à l’aide d’une simple phrase et/ou image. 🔥Selon moi ce n’est pour l’instant qu’un mélange light de Dall-E et Canva mais imaginons maintenant que dans quelques mois les outils d’Open AI soit directement intégrés à Designer. Quand on sait que Microsoft serait sur le point d’investir 10 milliards dans l’entreprise d’intelligence artificielle… 💣A suivre…Première page générée par Designer 😉#intelligenceartificielle#actualités#design",0.0,0.555952380952381,0,3,0
The Council of State Governments,15-03-2023,"Technological advances, specifically in AI, have been on the watchlist of politicians from its inception.Even this image, “Renaissance Painting of Politics,” was created with the assistance of DALL-E, an AI system.Our policy analysts take a look back at some of techs biggest catalysts and the future of this ever-changing field. 💻#artificalintelligence#AIhttps://lnkd.in/gAfwPmBJ",0.25,0.0625,0,0,0
Digital is everywhere,15-03-2023,"Shutterstock a annoncé il y a quelque temps qu'elle s'était associée à OpenAI pour utiliser l'API DALL-E afin de proposer des services de synthèse d'images générées par l'IA.En réponse aux préoccupations éthiques généralisées concernant l'art généré par l'IA, Shutterstock affirme qu'elle paiera les artistes dont le travail a permis de construire les modèles d'IA.Getty Images adopte une approche différente de celle de Shutterstock pour la vente d'art généré par l'IA.L'adoption rapide de l'art généré par l'IA soulève des problèmes de droits d'auteur.https://vist.ly/3bwk#digitalart#aiart",0.0,0.0,0,0,0
