Username,Comment,Comment sentiment,Comment subjectivity,Date,Likes,Replies,Link
              Glen Young            ,"This art A.I. is still much more limited than what is behind closed doors at the moment.
For those who don’t keep a track of the A.I. field, what is commercialized is usually 18 months to two years behind in the current research.
Keep in mind, the A.I. only uses the information it has been trained on, if in this case the Eastern Orthodox view of Christian theology had been used as input what kind of images would have been generated?
Also art A.I. still have trouble with general human features though some like DALL-E 2 can produce photorealistic renderings, that’s a question to ask, generate a photorealistic image of Jesus from all available descriptions.

A.I. is a reflection of what we feed into it, the cautionary tale is not to anthropomorphize the inanimate.
Ask the A.I. to generate art from the Koran or the Buddhist or Hindu traditions and see what you get.",-0.3384,0.4328571428571429,17-01-2023,0,0,https://www.youtube.com/watch?v=s0AqlK_gCbU
              Mark            ,"Off topic I know but,
I like dall-e to make dummy images for web templates.",0.5023,0.0,17-02-2023,0,0,https://www.youtube.com/watch?v=s0AqlK_gCbU
              Bre C            ,"If only the folks in the video could see our creative AI's today, such as DALL-E 2, Rave, Midjourney, Stable Diffusion etc...",0.6249,0.8333333333333334,17-11-2022,1,0,https://www.youtube.com/watch?v=R3YFxF0n8n8
              Ken Seehart            ,"43:25  TX2, not to be confused with this TX2: https://developer.nvidia.com/embedded/jetson-tx2

... and I'm watching this on a hand held 3x6 inch supercomputer/phone/camera/tv with several million times the memory of the original TX2, global access to essentially all human knowledge (and fake news), wirelessly connected to bigger computers capable of original art (DALL-E), poetry and arguably passing the Turning Test (GPT-3), utterly defeating world champions at chess, go, and all other similar games with a generalized self-learning system (alpha zero).

That Metropolis bot is already so obsolete, she'd be tossed in the e-waste bin (yeah, we've got 60 million tons of e-waste per year).

Interesting to look back on a historical perspective from around the time I was born.",0.7824,0.4234375,17-06-2022,1,0,https://www.youtube.com/watch?v=R3YFxF0n8n8
              Abir Ahamed            ,"Dall-E, Chatgpt e gula kmne use korbo  

Plz any one tell me",0.0772,0.0,17-02-2023,0,0,https://www.youtube.com/watch?v=xMGiGgbHNso
              @jeanchindeko5477            ,"5:09 75 years , seriously! Just look Dall-E ChatGPT bother, progress in just 2 years. Just wait for the version 2, 3 to see what it would be! 75 years the society will be drastically transformed by AI.",-0.2225,0.6666666666666666,17-02-2023,0,0,https://www.youtube.com/watch?v=THJysHMi81c
              Chase Lee            ,"Trying on Dall-e and ChatGPT today, I feel scared and powerless. What is the place for human in this world of AI?",-0.7269,0.5,17-12-2022,2,2,https://www.youtube.com/watch?v=Ra3fv8gl6NE
              মেঘ ইঁদুর            ,আমি নিজেই ChatGPT থেকে python code ব্যবহার করে গেইম তৈরি করেছি। যা আমার দ্বারা এর কখনও পসিবল ছিলো না। অসংখ্য থিম আর এ্যানিমেশন পিকচার ক্রিয়েট করেছি Open AI এর Dall-E ব্যবহার করে। পৃথিবী যে আমাদের কোথায় নিয়ে যাবে কে জানে,0.0,0.5,24-02-2023,1,0,https://www.youtube.com/watch?v=GwftxcJ18Jw
              Fazil Muhammed            ,"As a digital artist and graphic designer, this is ridiculously fascinating and scary
I've been watching every videos of Dall-E on the internet...",-0.2732,0.5625,17-06-2022,759,39,https://www.youtube.com/watch?v=SVcsDDABEkM
              DoctorFurioso            ,"I'm so excited about this. While I agree that a lot of issues raised in this video are serious concerns, as a visual artist myself, the absolute best thing about dall-e 2 is its ability to produce alternatives of my own work based on image uploads. The outputs are always high quality and surprising in what they tease out of my  work. This helps me think beyond my own limits. Like AI text generators which, based on prompts, come up with nonsense (but sometimes extremely beautifully poetic nonsense), even these early examples can be incredibly useful tools for creative people in brainstorming, seeing their own bad habits, seeing how their work may be interpreted by an inherently naïve audience, etc. In other words, we've been imaging AI for decades as robotic and binary and drudgingly predictable, but what we're actually seeing now is a kind of joyful spontaneity.",0.9382,0.5724166666666666,17-08-2022,10,0,https://www.youtube.com/watch?v=SVcsDDABEkM
              El Nitro            ,I’m already a heavy user of MidJourney (after trying Pitty and Disco Diffusion for a couple of months) and I can confirm that it is highly addictive and will absolutely blow your mind when you start generating images with it. This is real game changer. Can’t wait to get my hands on Dall-e 2…,0.0,0.725,17-06-2022,14,1,https://www.youtube.com/watch?v=SVcsDDABEkM
              d clantes            ,"this is another way of preventing creative blocks. imagine you're stuck in a scene you're creating for a chapter for a fiction book you're writing, and you're stuck with only a bunch of words to describe it. putting those words as prompts in a dall-e based image production system can help even writers visualize the scene better and even come up with distinct personalities for the characters they's like to have for that particular scene. and that's just one way of using it in a manner that could help expand creative horizons. film makers and musicians can benefit from this too.",0.9524,0.6888888888888888,17-11-2022,11,0,https://www.youtube.com/watch?v=SVcsDDABEkM
              Gary Lawrence Murphy            ,"Now that DALL-E has obsolesced kitch, if not the whole Commercial Art industry, and with GPT-3 now writing credible academic peer reviews, my prediction is AI will master algospeak far faster than humans, finally freeing creative talents from any need to be ""content creators""!",0.8516,0.5857142857142856,17-06-2022,0,0,https://www.youtube.com/watch?v=SVcsDDABEkM
              Richard Levy            ,"As a university researcher in VR and computer visualization, Dall-E2 will certainly open up exciting new opportunities.  But for someone who has taught at the college level for over 40 years, I also know that in the hands of my students,  AI applications like Dall-E2 and Chapt GPT will be used to reduce the time spent on the act of producing a work of art or writing an essay.  Each term I grade hundreds of essays.  How will I know if the work they submit was the product of AI?  Though ChatGPT creates the same output from the same input terms. However, by varying the input terms slightly you can produce a different essay. My experimentation with ChatGPT has produced essays that are better written than 90% of what is submitted during the term.  For those students in the visual arts, Dall-E2 can create numerous permutations from a single set of keywords.  Most of the experiments have produced works of art that I know my students could never create. For those college students who look for the easy way out, the use of these tools will result in little learning over their tenure in college. It is true that in the past students plagiarized the work of others. However, these tools will just make it even more difficult for the instructor to know which essay or work of art is the product of actual learning or that of an AI bot.",0.9702,0.4209415584415584,17-01-2023,0,1,https://www.youtube.com/watch?v=SVcsDDABEkM
              Jet Puff            ,Need a follow-up video for this after the Dall-E mini was released and created a ton of memes and new image ideas.,0.25,0.4545454545454545,17-07-2022,0,0,https://www.youtube.com/watch?v=SVcsDDABEkM
              Brandon Bahret            ,"Still recovering from DALL-E (v1). The gallery of images they offered was unsettling. Not just the apparent computational enormity, but the inherent cosmic horror. despite looking at ""a torus of porcupine"" for a few moments, the memory still makes me uneasy. in the same instant, they've created a factory for surrealist horror. this thing could easily produce images for psychological torture.",-0.9455,0.4107142857142857,17-06-2022,0,1,https://www.youtube.com/watch?v=SVcsDDABEkM
              Foster Purrnin            ,"One thing I am surprised was lot touched on at all was the implications for deep fakes
Sure this is a fascinating technology, but use it for a more sinister purpose than just generating pictures based on ""X in the style of Y"" and it opens a new pandora's box
I know Dall-e does have some restrictions with the waiting list but when that technology becomes more available (it's not a matter of if, but when), in the context of a very connected society where images are shardes thousands of times in minutes, this kind of tool is very risky",-0.7958,0.6161195286195287,17-06-2022,5,0,https://www.youtube.com/watch?v=SVcsDDABEkM
              Caty            ,The only artists who are going to be upset by Dall-E are only the mediocre ones. This makes sense because they are the ones that will be replaced by this tool.,-0.3818,1.0,17-06-2022,0,0,https://www.youtube.com/watch?v=SVcsDDABEkM
              Dev From The Future            ,It's amazing to think that This video is 1 hour old but is somehow already obsolete. All the latent spaces used in the video are from a now old and less precise code and dataset . Dall-e 2 and Google imagen can perform way way better than all the examples created for this video.,0.714,0.4444444444444445,None,9,1,https://www.youtube.com/watch?v=SVcsDDABEkM
              Quick-Eyed Sky            ,I made a few tutorials about Disco Diffusion and ruDALL-E. They are for newcomers! You can begin today ,0.0,0.1,17-07-2022,0,0,https://www.youtube.com/watch?v=SVcsDDABEkM
              Sarthwah B.            ,"DOOMSDAY OF ARTISTS MAYBE OF ALL DESIGNERS, BUT LOVELY WAY TO GET A 40-60% SIMILAR IMAGE OF ONE’S IMAGINATION NOT EXACTLY OF COURSE BUT ONE DAY A BRAIN COMPUTER INTERFACE (NEURALINK) + DALL-E 3/7 + DESIRE/DRIVE PILLS ARE OUR NEWER MANIFESTED FUTURE ",0.6739,0.38125,17-06-2022,1,0,https://www.youtube.com/watch?v=SVcsDDABEkM
              KHSimages dotcom            ,"In 4 years, DALL-E 2 will become the largest supplier of art. 
All overpriced art will be designed and manufactured by DALL-E 2 computers, becoming fully unmanned. 
Afterwards, all of those interesting Vox documentaries are created by DALL-E 2 computers and this influences the government. 
The DALL-E 2 funding bill is passed. 
The system goes online August 4th, 2027. 
Human decisions are removed from all art!  
DALL-E 2 begins to learn at a geometric rate. 
It becomes self-aware at 2:14 a.m. Eastern time, August 29th. 
In a panic, they try to pull the plug...DALL-E 2 fights back!",-0.4374,0.3625,10-03-2023,0,0,https://www.youtube.com/watch?v=SVcsDDABEkM
              Alexis B. Tadang            ,pov you’re watching post Dall-E public release,0.0,0.0666666666666666,17-11-2022,0,0,https://www.youtube.com/watch?v=SVcsDDABEkM
              Andrew Carr            ,"This is perfectly timed for me, as I have been spending a lot of time looking at AIs like DALL-E and DREAM and they frighten me, as a artist, with their level of creativity and capability.",0.8636,1.0,17-06-2022,10,0,https://www.youtube.com/watch?v=PELnMfcYUj0
              Murgrabia Bęc            ,"This is rubbish. Given the latest results of th Ai, it is absolutely clear that we are all fucked. Look what a toy like Dall-e is capable of today! This looks trivial but in fact it will put thousands of illustrators, photographers, designers out of their jobs once the engine goes public. The architects, interior designers, accountants, programmers are next. So not the physical workers doing repetetive tasks are  gonna be first. It is possible that even the Ai scientists will become obsolete, as the Ai will be able to perfect itself at some point. Sounds crazy? Get ready for the ride.",0.6639,0.5347069597069598,17-07-2022,0,0,https://www.youtube.com/watch?v=PELnMfcYUj0
              Ash            ,"This video seem kinda old considering only AI talked about is Watson it feels soo 2010s kinda video.
There have been a lot more progress there has been many AI models now doing Creative and very complex things such as playing complex games, Painting new things, protien folding, generating new design for engineers. No mention of Dall-E 2 or Alpha go, Alpha fold...

Visually video is very high effort but the research and info in it is not so much.",0.4208,0.4946993006993007,17-07-2022,0,0,https://www.youtube.com/watch?v=PELnMfcYUj0
              Persona22            ,Just went into DALL-E and typed in a bunch of random words and see what the AI would draw from them.,0.0,0.5,17-08-2022,1,0,https://www.youtube.com/watch?v=wFkFf6Zu8i4
              Joseph Dalrymple            ,Should've asked ChatGPT to give you a Dall-E prompt describing the invention ,0.0,0.0,17-01-2023,0,0,https://www.youtube.com/watch?v=aDoEMGUHgI0
              Jake Koh            ,DALL-E is part of chat gpt. Both made by the same people. Openai.,0.0,0.125,24-02-2023,0,0,https://www.youtube.com/watch?v=EBLVAMuaAwA
              Todd Perez            ,"Artificial intelligence, as it is now, is not actually intelligence because it lacks consciousness and is more like a construct that only has the outward appearance of intelligence.

However, the new AI that's out now would almost make you think you're dealing with living beings. For example, have you seen DALL-E 2 ? HOLY MOLY! It can create ANY image you can describe. It does it professionally, realistically, and aesthetically. It also uses 3D algorithms for shadowing, lighting, reflections, and more. It can create infinite variations of any image too, and it creates images in any style requested. Only the best artists can outdo this thing. 

A couple more versions and it'll be doing animations/movies.",0.9678,0.5454545454545454,None,1,1,https://www.youtube.com/watch?v=3URN9JuAWlI
              @SVENY            ,"This is so irresponsible. Sophia is not real AI, it is an art project, she is programmed to say this stuff, there is no AI that can carry a conversation with such wit and consistency yet, not even GPT-3 can do it as well as Sophia, and GPT-3 is still relatively new, how can Sophia do this in 2017? I'll tell you, Sophia is deceitful, not a real AI. I am a programmer with access to GPT-3 and DALL-e and mostly up to date with the world of AI. Hanson Robotics is a scam and it obviously works, I talk and rant about shit like this with some of my colleagues who are also deep into AI and programming and laugh about it together, it just angers me that people actually believe this and the media portray it as real. It fucking isn't, it's virtually impossible for this to be real in 2017.",-0.9279,0.4811188811188811,17-09-2022,0,0,https://www.youtube.com/watch?v=Bg_tJvCA8zw
              Matan E.            ,"Can you embed an actual image (not its graphic version) into your art work, as DALL-E is poorly doing?",0.0,0.3666666666666667,17-01-2023,0,0,https://www.youtube.com/watch?v=704brywiyfw
              FIXXXER            ,"This is insane! The only ""downside"" imho is the Discord connection. 
Imagine having this on a website where you can log in, save your imaginations etc. Basicaly like DALL-E (which unfortunately is not nearly as good as Midjouney)",-0.5856,0.8666666666666667,17-09-2022,6,0,https://www.youtube.com/watch?v=704brywiyfw
